name	* info	* tier	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
l51 	Great Maul (6)	6	hamm	tier	l51 	mau 	l51			20	1				1	82	125				2	10	30		640		138		85	27	15238			406	mau	l51 	l51 	l51 	stf 	stf 	5	2hsl	2	3					flpgma	invgma			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
75@ 	Great Maul (Sacred)	Sacred	qham	ct2w	75@ 	mau 	75@			2	1				1	126	148				2	10	30		648		138		87	30	15238			406	mau	75@ 	75@ 	75@ 	stf 	stf 	5	2hsl	2	3					flpgma	invgma			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
112 	Great Sword (1)	1	2hsd	tier	112 	gsd 	112			20	1	24	29	1	1	44	46				2	10	30		105		98		33	5	678			402	clm	112 	112 	112 	1hs 	2hs 	5	2hss	2	4					flpgsd	invgsd			1	2				so229	12	so229			5	0						7			3					255					255					255					255					255					255					20					255					255					255					255					255		1		1	1					255		1		1	1					255					255			1	2		xxx 	xxx 	1	
316 	Great Sword (4)	4	2hsd	tier	316 	gsd 	316			20	1	54	66	1	1	101	107				2	10	30		300		98		54	19	7542			404	clm	316 	316 	316 	1hs 	2hs 	5	2hss	2	4					flpgsd	invgsd			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
452 	Great Sword (6)	6	2hsd	tier	452 	gsd 	452			20	1	76	93	1	1	145	154				2	10	30		570		98		85	28	16300			406	clm	452 	452 	452 	1hs 	2hs 	5	2hss	2	4					flpgsd	invgsd			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
13@ 	Great Sword (Sacred)	Sacred	s2hd		13@ 	gsd 	13@			2	1	96	104	1	1	157	162				2	10	30		570		98		90	30	16300			406	clm	13@ 	13@ 	13@ 	1hs 	2hs 	5	2hss	2	4					flpgsd	invgsd			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
l13 	Grim Wand (1)	1	wand	tier	l13 	bwn 	l13			20	1	13	20									-15		10		15	108		26	5	678			401	wnd	l13 	l13 	l13 	1hs 	1hs 	5	1hss	1	2					flpgwn	invgwn			1	1		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255										255					255	1	2		1	1					255					255					255					20	1	2	1	1	20					255					255	1	2	1	1	20			1	2		xxx 	xxx 	1	
l25 	Grim Wand (4)	4	wand	tier	l25 	bwn 	l25			20	1	27	43									-15		10		47	108		49	19	7542			402	wnd	l25 	l25 	l25 	1hs 	1hs 	5	1hss	1	2					flpgwn	invgwn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
l33 	Grim Wand (6)	6	wand	tier	l33 	bwn 	l33			20	1	39	61									-15		10		92	108		86	27	15238			402	wnd	l33 	l33 	l33 	1hs 	1hs 	5	1hss	1	2					flpgwn	invgwn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
72@ 	Grim Wand (Sacred)	Sacred	qwnd		72@ 	bwn 	72@			2	1	77	88									-15		10		172	108		87	30	15238			403	wnd	72@ 	72@ 	72@ 	1hs 	1hs 	5	1hss	1	2					flpgwn	invgwn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
114 	Hand Axe (1)	1	axe	tier	114 	hax 	114			20	1	8	12										20				22		3		102			401	hax	114 	114 	114 	1hs 	1hs 	5	1hsl	1	3					flphax	invhax			1	1				so244	12	so244			5	0					35	7			3		1		1	1		1		1	1					255					255					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
318 	Hand Axe (4)	4	axe	tier	318 	hax 	318			20	1	21	26										20		44		22		31	14	3972			402	hax	318 	318 	318 	1hs 	1hs 	5	1hsl	1	3					flphax	invhax			1	2				so244	12	so244			5	0					35	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
454 	Hand Axe (6)	6	axe	tier	454 	hax 	454			20	1	31	39										20		104		22		54	23	10758			403	hax	454 	454 	454 	1hs 	1hs 	5	1hsl	1	3					flphax	invhax			1	3				so244	12	so244			5	0					35	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
15@ 	Hand Axe (Sacred)	Sacred	qaxe		15@ 	hax 	15@			2	1	74	77										20		376		22		73	30	10758			403	hax	15@ 	15@ 	15@ 	1hs 	1hs 	5	1hsl	1	3					flphax	invhax			1	3				so244	12	so244			5	0					35	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
9@B 	Hand of God (1)	1	pham	tier	9@B 	mau 	9@B			10	1				1	32	39				2	-20	40		152		151		27	6	1017			402	mau	9@B 	9@B 	9@B 	stf 	stf 	5	2hsl	2	3					flpgma	inv9gmu			1	2				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
3@C 	Hand of God (4)	4	pham	tier	3@C 	mau 	3@C			10	1				1	75	90				2	-20	40		436		151		57	19	11313			404	mau	3@C 	3@C 	3@C 	stf 	stf 	5	2hsl	2	3					flpgma	inv9gmu			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
5@C 	Hand of God (6)	6	pham	tier	5@C 	mau 	5@C			10	1				1	100	137				2	-20	40		832		151		88	28	22857			406	mau	5@C 	5@C 	5@C 	stf 	stf 	5	2hsl	2	3					flpgma	inv9gmu			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
6@C 	Hand of God (Sacred)	Sacred	sphm		6@C 	mau 	6@C			1	1				1	173	175				2	-20	40		496		151		88	30	22857			406	mau	6@C 	6@C 	6@C 	stf 	stf 	5	2hsl	2	3					flpgma	inv9gmu			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
j22 	Hatchet Hands (1)	1	h2h	tier	j22 	axf 	j22	100		4	1	12	14							14	1			30		29	29		12	2	172			401	axf	j22 	j22 	j22 	ht1 	ht1 	5	1hsl	1	3					flpaxf	invaxf			1	1		0		so246	12	so246			5	0						7			3					255					255					255	1	1	1	1	20					255					255		1	1	1	20					255					255	1	1			255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
j73 	Hatchet Hands (4)	4	h2h	tier	j73 	axf 	j73	100		4	1	28	32							14	1			30		106	29		36	16	5100			402	axf	j73 	j73 	j73 	ht1 	ht1 	5	1hsl	1	3					flpaxf	invaxf			1	2		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o17 	Hatchet Hands (6)	6	h2h	tier	o17 	axf 	o17	100		4	1	41	46							14	1			30		212	29		68	25	12582			403	axf	o17 	o17 	o17 	ht1 	ht1 	5	1hsl	1	3					flpaxf	invaxf			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
92@ 	Hatchet Hands (Sacred)	Sacred	qh2h		92@ 	axf 	92@	100		1	1	78	81							14	1			30		345	29		79	30	12582			403	axf	92@ 	92@ 	92@ 	ht1 	ht1 	5	1hsl	1	3					flpaxf	invaxf			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
l54 	Heavy Crossbow (1)	1	xbow	tier	l54 	hxb 	l54			20	1				1	30	44				2	20	20		91			1	24	4	388			402	lxb	l54 	l54 	l54 	xbw 	xbw 	5	xbow	2	4					flphxb	invhxb			1	2		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255		1		1	1		1		1	1					255	1	1	1	1	20		1	1	1	20					255					255			5	8		xxx 	xxx 	1	
l66 	Heavy Crossbow (4)	4	xbow	tier	l66 	hxb 	l66			20	1				1	85	112				2	20	20		268			1	47	18	7062			404	lxb	l66 	l66 	l66 	xbw 	xbw 	5	xbow	2	4					flphxb	invhxb			1	4		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
l74 	Heavy Crossbow (6)	6	xbow	tier	l74 	hxb 	l74			20	1				1	130	168				2	20	20		514			1	75	27	14550			406	lxb	l74 	l74 	l74 	xbw 	xbw 	5	xbow	2	4					flphxb	invhxb			1	6		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
78@ 	Heavy Crossbow (Sacred)	Sacred	qxbw		78@ 	hxb 	78@			2	1				1	151	169				2	20	20		370			1	85	30	14550			406	lxb	78@ 	78@ 	78@ 	xbw 	xbw 	5	xbow	2	4					flphxb	invhxb			1	6		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
161 	Hunter's Bow (1)	1	bow	tier	161 	sbw 	161			20	1				1	6	9					-10		20		27		1	5		118			402	sbw	161 	161 	161 	bow 	bow 	6	bow	2	3					flphbw	invhbw			1	2				so211	12	so211			5	1						7			1		1		1	1		1		1	1					255					255					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
365 	Hunter's Bow (4)	4	bow	tier	365 	sbw 	365			20	1				1	30	37					-10		20		108		1	33	15	4518			404	sbw	365 	365 	365 	bow 	bow 	6	bow	2	3					flphbw	invhbw			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
501 	Hunter's Bow (6)	6	bow	tier	501 	sbw 	501			20	1				1	50	60					-10		20		221		1	60	24	11350			406	sbw	501 	501 	501 	bow 	bow 	6	bow	2	3					flphbw	invhbw			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
62@ 	Hunter's Bow (Sacred)	Sacred	qbow		62@ 	sbw 	62@			2	1				1	112	117					-10		20		425		1	75	30	11350			406	sbw	62@ 	62@ 	62@ 	bow 	bow 	6	bow	2	3					flphbw	invhbw			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
5@6 	Ida (1)	1	bswd	tier	5@6 	bsd 	5@6			10	1	20	24									-20	30		68		108		18	3	450			402	ssd	5@6 	5@6 	5@6 	1hs 	1hs 	5	1hsl	2	3					flpbsd	invbsdu			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
8@6 	Ida (4)	4	bswd	tier	8@6 	bsd 	8@6			10	1	46	55									-20	30		216		108		45	17	8898			404	ssd	8@6 	8@6 	8@6 	1hs 	1hs 	5	1hsl	2	3					flpbsd	invbsdu			1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
1@7 	Ida (6)	6	bswd	tier	1@7 	bsd 	1@7			10	1	67	79									-20	30		421		108		78	27	21318			406	ssd	1@7 	1@7 	1@7 	1hs 	1hs 	5	1hsl	2	3					flpbsd	invbsdu			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
2@7 	Ida (Sacred)	Sacred	sbsd		2@7 	bsd 	2@7			1	1	100	106									-20	30		552		108		85	30	21318			406	ssd	2@7 	2@7 	2@7 	1hs 	1hs 	5	1hsl	2	3					flpbsd	invbsdu			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
132 	Javelin (1)	1	jave	tier	132 	jav 	132			20	1	8	12					2	11			-10		20			32		1		2			401	jav	132 	132 	132 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flpjav	invjav			1	1		primarily thrown		so225	12	so225			5	0					684	7	2		3		1		1	1		1		1	1					255					255					255					255					20					255					255		1		1	1		1		1	1					255					255		1		1	1					255		1		1	1		1		1	1			5	8		xxx 	xxx 	1	
336 	Javelin (4)	4	jave	tier	336 	jav 	336			20	1	18	21					24	30			-10		20		44	32		30	13	86			402	jav	336 	336 	336 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flpjav	invjav			1	2		primarily thrown		so225	12	so225			5	0					684	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
472 	Javelin (6)	6	jave	tier	472 	jav 	472			20	1	26	30					40	49			-10		20		104	32		54	23	144			403	jav	472 	472 	472 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flpjav	invjav			1	3		primarily thrown		so225	12	so225			5	0					684	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
33@ 	Javelin (Sacred)	Sacred	qjvn		33@ 	jav 	33@			2	1	71	73					105	110			-10		20		376	32		72	30	144			403	jav	33@ 	33@ 	33@ 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flpjav	invjav			1	3		primarily thrown		so225	12	so225			5	0					684	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
j20 	Katar (1)	1	h2h	tier	j20 	ktr 	j20	100		4	1	8	11							14	1			30			10		1		102			401	ktr	j20 	j20 	j20 	ht1 	ht1 	5	1hsl	1	3					flpktr	invktr			1	1		0		so246	12	so246			5	0						7			3	1	2		1	1	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
j71 	Katar (4)	4	h2h	tier	j71 	ktr 	j71	100		4	1	20	22							14	1			30		35	10		28	14	3972			402	ktr	j71 	j71 	j71 	ht1 	ht1 	5	1hsl	1	3					flpktr	invktr			1	2		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o15 	Katar (6)	6	h2h	tier	o15 	ktr 	o15	100		4	1	29	32							14	1			30		83	10		62	23	10758			403	ktr	o15 	o15 	o15 	ht1 	ht1 	5	1hsl	1	3					flpktr	invktr			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
90@ 	Katar (Sacred)	Sacred	qh2h		90@ 	ktr 	90@	100		1	1	72	74							14	1			30		333	10		73	30	10758			403	ktr	90@ 	90@ 	90@ 	ht1 	ht1 	5	1hsl	1	3					flpktr	invktr			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
1@8 	Kriegsmesser (1)	1	bswd	tier	1@8 	flc 	1@8			10	1	24	29								1	10	30		96		126		26	6	1122			402	ssd	1@8 	1@8 	1@8 	1hs 	1hs 	5	1hsl	2	3					flpwsd	inv9lsu			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
4@8 	Kriegsmesser (4)	4	bswd	tier	4@8 	flc 	4@8			10	1	56	66								1	10	30		283		126		56	20	11682			404	ssd	4@8 	4@8 	4@8 	1hs 	1hs 	5	1hsl	2	3					flpwsd	inv9lsu			1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
6@8 	Kriegsmesser (6)	6	bswd	tier	6@8 	flc 	6@8			10	1	80	95								1	10	30		543		126		88	29	24450			406	ssd	6@8 	6@8 	6@8 	1hs 	1hs 	5	1hsl	2	3					flpwsd	inv9lsu			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
7@8 	Kriegsmesser (Sacred)	Sacred	sbsd		7@8 	flc 	7@8			1	1	106	114								1	10	30		602		126		90	30	24450			406	ssd	7@8 	7@8 	7@8 	1hs 	1hs 	5	1hsl	2	3					flpwsd	inv9lsu			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
144 	Kriss (1)	1	knif	tier	144 	dir 	144			20	1	11	12									-20		20		43	20		17	3	262			401	dgr	144 	144 	144 	1ht 	1ht 	5	1ht	1	3					flpkrs	invkrs			1	1				so244	12	so244			5	0						7			3					255					255					255		1		1	1					255					255		1		1	1					255					255					255					255					255		1		1	1		1		1	1					255					255			1	1	20			1	2		xxx 	xxx 	1	
348 	Kriss (4)	4	knif	tier	348 	dir 	348			20	1	27	31									-20		20		148	20		42	16	5718			402	dgr	348 	348 	348 	1ht 	1ht 	5	1ht	1	3					flpkrs	invkrs			1	2				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
484 	Kriss (6)	6	knif	tier	484 	dir 	484			20	1	40	45									-20		20		292	20		83	26	13548			403	dgr	484 	484 	484 	1ht 	1ht 	5	1ht	1	3					flpkrs	invkrs			1	3				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
45@ 	Kriss (Sacred)	Sacred	qknf		45@ 	dir 	45@			2	1	78	80									-20		20		454	20		83	30	13548			403	dgr	45@ 	45@ 	45@ 	1ht 	1ht 	5	1ht	1	3					flpkrs	invkrs			1	3				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
119 	Large Axe (1)	1	2hax	tier	119 	lax 	119			20	1				1	14	17				1	-10	30		18		28		6		102			402	lax	119 	119 	119 	stf 	stf 	5	2hsl	2	3					flplax	invlax			1	2				so229	12	so229			5	0						7			3		1		1	1		1		1	1					255					255					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
323 	Large Axe (4)	4	2hax	tier	323 	lax 	323			20	1				1	31	36				1	-10	30		86		28		34	14	3798			404	lax	323 	323 	323 	stf 	stf 	5	2hsl	2	3					flplax	invlax			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
459 	Large Axe (6)	6	2hax	tier	459 	lax 	459			20	1				1	48	55				1	-10	30		180		28		57	23	10758			406	lax	459 	459 	459 	stf 	stf 	5	2hsl	2	3					flplax	invlax			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
20@ 	Large Axe (Sacred)	Sacred	s2ha		20@ 	lax 	20@			2	1				1	108	112				1	-10	30		408		28		73	30	10758			406	lax	20@ 	20@ 	20@ 	stf 	stf 	5	2hsl	2	3					flplax	invlax			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
