Id	* Laz / Reasoning	prop1	* Laz / skill 1	chance1	par1	min1	max1	prop2	* Laz / skill 2	chance2	par2	min2	max2	prop3	* Laz / skill 3	chance3	par3	min3	max3	prop4	* Laz / skill 4	chance4	par4	min4	max4	prop5	* Laz / skill 5	chance5	par5	min5	max5	prop6	* Laz / skill 6	chance6	par6	min6	max6	prop1 (N)	chance1 (N)	par1 (N)	min1 (N)	max1 (N)	prop2 (N)	chance2 (N)	par2 (N)	min2 (N)	max2 (N)	prop3 (N)	chance3 (N)	par3 (N)	min3 (N)	max3 (N)	prop4 (N)	chance4 (N)	par4 (N)	min4 (N)	max4 (N)	prop5 (N)	chance5 (N)	par5 (N)	min5 (N)	max5 (N)	prop6 (N)	chance6 (N)	par6 (N)	min6 (N)	max6 (N)	prop1 (H)	chance1 (H)	par1 (H)	min1 (H)	max1 (H)	prop2 (H)	chance2 (H)	par2 (H)	min2 (H)	max2 (H)	prop3 (H)	chance3 (H)	par3 (H)	min3 (H)	max3 (H)	prop4 (H)	chance4 (H)	par4 (H)	min4 (H)	max4 (H)	prop5 (H)	chance5 (H)	par5 (H)	min5 (H)	max5 (H)	prop6 (H)	chance6 (H)	par6 (H)	min6 (H)	max6 (H)	*eol
mp458		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr198			468	10	20	pr126			54	100	5							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr198		468	10	40	pr126		54	100	5						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr126		54	100	5	pr198		468	10	60	0
mp459		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr198			612	100	60	pr172				800	800							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr198		612	100	60	pr172			800	800						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr198		612	100	60	pr172			800	800	0
mp460		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr320				250	250	pr205			8	1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr320			250	250	pr205		8	1	1						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr320			250	250	pr205		8	1	1	0
mp461		pr470		25		25	25	pr127			483	100	1	pr114				50	50	pr220				250	250	pr96				400	400							pr470	50		50	50	pr127		483	100	1	pr114			50	50	pr220			250	250	pr96			400	400						pr470			75	75	pr127		483	100	1	pr114			50	50	pr205		59	1	1	pr220			250	250	pr96			400	400	0
mp462		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				99	99													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			99	99											pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr475			99	99	pr198		108	100	50	0
mp463		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr320				250	250	pr198			820	100	20							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr320			250	250	pr198		820	100	40						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr320			250	250	pr198		820	100	60	0
mp464		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125			281	1	1	pr171				25	25							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		281	1	1	pr171			50	50						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr125		281	1	1	pr171			75	75	0
mp465		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				25	25	pr108				100	100	pr96				400	400	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			50	50	pr108			100	100	pr96			400	400	pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr96			400	400	pr475			75	75	pr108			100	100	0
mp466		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125			281	1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		281	1	1											pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr125		281	1	1						0
mp467		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			25	1	1	pr205			23	1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		25	1	1	pr205		23	1	1						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr205		23	1	1	pr205		25	1	1						0
mp468		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr201				1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr201			1	1											pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr201			1	1	pr125		1150	1	1	0
mp469		pr470		25		25	25	pr127			483	100	1	pr125			299	1	1	pr201				1	1	pr174				500	500	pr475				25	25	pr470	50		50	50	pr127		483	100	1	pr125		299	5	5	pr201			1	1	pr174			500	500	pr475			50	50	pr470			75	75	pr127		483	100	1	pr125		299	10	10	pr201			1	1	pr174			500	500	pr475			75	75	0
mp470		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			237	1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		237	1	1											pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr205		237	1	1						0
mp471		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				25	25	pr96				400	400							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			25	25	pr96			400	400						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr475			25	25	pr96			400	400	0
mp472		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				25	25	pr205			181	1	1	pr320				100	100	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		181	1	1	pr320			200	200	pr475			50	50	pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr205		181	1	1	pr320			250	250	pr475			75	75	0
mp473		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				40	40	pr125			995	50	50	pr171				400	400	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			60	60	pr125		995	50	50	pr171			600	600	pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr475			80	80	pr125		995	50	50	pr171			800	800	0
mp474		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				75	75	pr320				200	200	pr205			8	1	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			85	85	pr320			300	300	pr205		8	1	1	pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr475			95	95	pr320			400	400	pr205		8	1	1	0
mp475		pr1				50	50	pr171				800	800	pr205			91	1	1	pr183				200	200													pr1			50	50	pr171			800	800	pr205		91	1	1	pr183			200	200											pr1			50	50	pr171			800	800	pr205		91	1	1	pr183			200	200											0
mp476		pr470		25		25	25	pr127			483	100	1	pr198			544	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		544	100	1																pr470	75		75	75	pr127		483	100	1	pr198		544	100	1	pr4	2		75	75											0
mp477		pr470		25		25	25	pr127			483	100	1	pr198			505	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		505	100	1																pr470	75		75	75	pr127		483	100	1	pr198		505	100	1	pr4	2		75	75											0
mp478		pr470		25		25	25	pr127			483	100	1	pr198			728	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		728	100	1																pr470	75		75	75	pr127		483	100	1	pr198		728	100	1	pr4	2		75	75											0
mp479		pr470		25		25	25	pr127			483	100	1	pr198			578	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		578	100	1																pr470	75		75	75	pr127		483	100	1	pr198		578	100	1	pr4	2		75	75											0
mp480		pr470		25		25	25	pr127			483	100	1	pr198			550	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		550	100	1																pr470	75		75	75	pr127		483	100	1	pr198		550	100	1	pr4	2		75	75											0
mp481		pr475				50	50																															pr475			50	50																										pr475			75	75																										0
mp482		pr470		25		25	25	pr127			483		1	pr125			281	1	1	pr475				25	25	pr198			860	100	18	pr187			25	250	500	pr470	50		50	50	pr127		483		1	pr125		281	1	1	pr475			50	50	pr198		860	100	20	pr187		50	500	750	pr470			75	75	pr369		593	100	1	pr125		281	100	1	pr475			90	90	pr125		1305	1	1	pr187		50	750	1000	0
mp483		pr470		25		25	25	pr127			483		1	pr198			484	100	1	pr96				400	400	pr108				25	25	pr198			248	100	2	pr470	50		50	50	pr127		483		1	pr198		484	100	1	pr96			400	400	pr108			30	30	pr198		248	100	2	pr470	75		75	75	pr197		511	100	55	pr198		484	100	1	pr198		248	100	2	pr96			400	400	pr108			80	80	0
mp484		pr205			178	1	1	pr125			1170	1	1	pr205			237	1	1																			pr205		178	1	1	pr125		1170	1	1	pr205		237	1	1																pr125		1170	1	1	pr205		178	1	1	pr205		237	1	1	pr127		54	100	63	pr96			400	400	pr92		1	1	1	0
mp485		pr205			17	1	1	pr96				400	400																									pr205		17	1	1	pr96			400	400																					pr205		17	1	1	pr96			400	400	pr266			120	120																0
mp486		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr174			100	100	pr172			1000	1000	0
mp487		pr470		25		25	25	pr127			54	100	1	pr198			484	100	1	pr92			1	1	1	pr96				400	400							pr470	50		50	50	pr127		54	100	1	pr198		484	100	1	pr92		1	1	1	pr96			400	400						pr470	75		75	75	pr127		54	100	1	pr198		484	100	1	pr4	2		75	75	pr92		1	1	1	pr96			400	400	0
mp488		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125			281	1	1	pr205			181			pr60				1	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		281	1	1	pr205		181			pr60			1	1	pr470	75		75	75	pr127		483	100	1	pr475		50	50	1	pr125		281	1	1	pr205		181			pr60			1	1	0
mp489																																																																				pr205		237			pr205		64	1	1	pr470		75	75	75	pr475			90	90											0
mp490		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125			1184	1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		1184	1	1											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		1184	1	1											0
mp491		pr470		25		25	25	pr127			483	100	1																									pr470			50	50	pr127		483	100	1																					pr470			75	75	pr127		483	100	1	pr205		237	1	1																0
mp492		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr201				1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr201			1	1											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr201			1	1						0
mp493		pr470		25		25	25	pr205			216			pr125			1194	1	1	pr475				25	25													pr470	50		50	50	pr205		216			pr125		1194	1	1	pr475			50	50											pr470	75		75	75	pr205		216			pr125		1194	1	1	pr475			75	75											0
mp494		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr201				1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr201			1	1											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr201			1	1						0
mp495		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				50	50													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			50	50											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr475			50	50						0
mp496		pr470		25		25	25	pr127			483	100	1	pr205			36	1	1	pr57				50	50	pr127			313	15	5	pr201				1	1	pr470	50		50	50	pr127		483	100	1	pr201		1	1	1	pr57			50	50	pr127		313	15	9	pr205		36	1	1	pr470	75		75	75	pr127		483	100	1	pr201			1	1	pr57			50	50	pr127		313	15	12	pr205		36	1	1	0
mp497		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr369			1003	5	80													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr369		1003	5	80											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr369		1003	5	80						0
mp498		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125			1203			pr475				100	100	pr197			1003	100	50	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		1203			pr475			100	100						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr192			500000	500000	pr125		1203			pr475			150	150	0
mp499		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				50	50													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			50	50											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr475			50	50						0
mp500		pr470		25		25	25	pr201				1	1	pr125			1211	1	1	pr369			346	1	5	pr309				150	150	pr475			50	50		pr470	50		50	50	pr201			1	1	pr125		1211	1	1	pr369		346	1	14	pr309			200	200	pr475			50	50	pr470	75		75	75	pr201			1	1	pr125		1211	1	1	pr369		346	1	12	pr309			250	250	pr475			50	50	0
mp501		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125			1212	1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		1212	1	1											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr125		1212	1	1						0
mp502		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr369			262	5	50													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr369		262	5	50											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr369		262	5	50						0
mp503		pr470		25		25	25	pr127			483	100	1	pr198			764	100	1	pr369			976	5	1	pr475				50	50							pr470	50		50	50	pr127		483	100	1	pr198		764	100	1	pr369		976	5	1	pr475			50	50						pr470	75		75	75	pr127		483	100	1	pr198		764	100	1	pr369		976	5	1	pr475			25	25						0
mp504		pr470		25		25	25	pr127			483	100	1	pr198			946	100	30	pr475				110	110													pr470	50		50	50	pr127		483	100	1	pr198		946	100	30	pr475			110	110											pr470	75		75	75	pr127		483	100	1	pr198		966	100	1	pr475			110	110	pr198		946	100	30						0
mp505		pr470		25		25	25	pr127			483	100	1	pr475				110	110																			pr470	50		50	50	pr127		483	100	1	pr475			110	110																pr470	75		75	75	pr127		483	100	1	pr475			110	110																0
mp506		pr470				25	25	pr127			483	100	1	pr198			764	100	1																			pr470			50	50	pr127		483	100	1	pr198		764	100	1																pr470			75	75	pr127		483	100	1	pr198		764	100	1																0
mp507		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr174				500	500													pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr174			500	500											pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr174			500	500											0
mp508		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr475				90	90													pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr475			90	90											pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr475			90	90											0
mp509		pr470				25	25	pr171				200	200	pr198			764	100	1	pr201				1	1	pr205			91	1	1							pr470			50	50	pr171			200	200	pr198		764	100	1	pr201			1	1	pr205		91	1	1						pr470			75	75	pr171			250	250	pr198		764	100	1	pr201			1	1	pr205		91	1	1						0
mp510		pr470				25	25	pr198		151	100	2	1	pr125			532	1	1	pr201				1	1	pr205			91	1	1							pr470			50	50	pr198		407	100	2	pr125		532	1	1	pr201			1	1	pr205		91	1	1						pr470			75	75	pr198		407	100	2	pr125		532	1	1	pr201			1	1	pr205		91	1	1	pr475			50	50	0
mp511		pr470		25		25	25	pr127			483	100	1	pr198			945	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		945	100	1																pr470	75		75	75	pr127		483	100	1	pr198		945	100	1	pr4	2		75	75											0
mp512		pr470				25	25	pr127			483	100	1	pr198			764	100	1																			pr470			50	50	pr127		483	100	1	pr198		764	100	1																pr470			75	75	pr127		483	100	1	pr198		764	100	1																0
mp513		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125			1235	1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		1235	1	1											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr125		1235	1	1						0
mp514		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr475				50	50	pr126			595	50	50							pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr475			50	50	pr126		595	50	50						pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr475			50	50	pr126		595	50	50						0
mp515		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr125			281	1	1													pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr125		281	1	1											pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr125		281	1	1											0
mp516		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr475				25	25	pr125			1081	1	1	pr192				-100	-100	pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr475			25	25	pr125		1081	1	1	pr192			-100	-100	pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr475			25	25	pr125		1081	1	1	pr192			-100	-100	0
mp517		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125			532	1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		532	1	1											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr125		532	1	1						0
mp518		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr475				50	50													pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr475			50	50											pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr475			50	50											0
mp519		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr171				500	500													pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr171			500	500											pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr171			500	500											0
mp520		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr475				80	80	pr171				500	500							pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr475			80	80	pr171			500	500						pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr475			90	90	pr171			500	500						0
mp521		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr475				80	80	pr172				500	500							pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr475			80	80	pr172			500	500						pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr475			90	90	pr172			500	500						0
mp522		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr475				80	80	pr173				500	500							pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr475			80	80	pr173			500	500						pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr475			90	90	pr173			500	500						0
mp523		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr475				75	75	pr309				500	500	pr125			281	1	1	pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr475			75	75	pr309			500	500	pr125		281	1	1	pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr475			75	75	pr309			500	500	pr125		281	1	1	0
mp524		pr470				25	25	pr127			483	100	1	pr198			764	100	1	pr171				500	500													pr470			50	50	pr127		483	100	1	pr198		764	100	1	pr171			500	500											pr470			75	75	pr127		483	100	1	pr198		764	100	1	pr171			500	500											0
mp525		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr201				1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr201			1	1											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr201			1	1						0
mp526		pr205			181	1	1	pr126			92	20	1	pr117			1692	100	100	pr198			1020	50	1	pr126			760	100	1							pr205		181	1	1	pr126		92	20	1	pr117		1692	100	100	pr198		1020	50	1	pr126		760	100	1						pr205		181	1	1	pr126		92	20	1	pr117		1692	100	100	pr198		1020	50	1	pr126		760	100	1						0
mp527		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75											0
mp528		pr205			219	1	1	pr205			237	1	1																									pr205		219	1	1	pr205		237	1	1																					pr205		219	1	1	pr205		237	1	1																					0
mp529		pr470				25	25	pr117			149	33	33	pr117			556	33	33	pr117			318	33	33	pr108				100	100	pr125			1285	1	1	pr470			75	75	pr117		149	33	33	pr117		556	33	33	pr117		318	33	33	pr108			100	100	pr125		1285	1	1	pr470			75	75	pr117		149	33	33	pr117		556	33	33	pr117		318	33	33	pr108			100	100	pr125		1285	1	1	0
mp530		pr470		25		25	25	pr127			483	100	1	pr126			1003	10	15	pr475				90	90	pr126			658	10	5							pr470	50		50	50	pr127		483	100	1	pr126		1003	10	15	pr475			90	90	pr126		658	10	5						pr470	75		75	75	pr127		483	100	1	pr126		1003	10	15	pr475			90	90	pr126		658	10	5						0
mp531		pr470				75	75	pr198			163	100	1	pr125			281	1	1	pr127			492	100	1	pr108				20	20	pr369			996	10	1	pr470			75	75	pr198		163	100	1	pr125		281	1	1	pr127		492	100	1	pr108			20	20	pr369		996	10	1	pr470			75	75	pr198		163	100	1	pr125		281	1	1	pr127		492	100	1	pr108			20	20	pr369		996	10	1	0
mp532		pr475				50	50	pr126			475	5	1	pr96				100	100																			pr475			50	50	pr126		475	5	25	pr96			100	100																pr475			50	50	pr126		475	5	50	pr96			100	100																0
mp533		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr174				100	100													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr174			150	150											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr174			250	250						0
mp534		pr470				25	25	pr127			483	100	1	pr369			857	5	15	pr369			593	10	15													pr470			50	50	pr127		483	100	1	pr369		857	5	15	pr369		593	10	15											pr470			75	75	pr127		483	100	1	pr369		857	5	15	pr369		593	10	15											0
mp535		pr205			181	1	1																															pr205		181	1	1																										pr205		181	1	1																										0
mp536	Duncraig Haunt	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr201				1	1	pr374		100	760	100	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr201			1	1	pr374	100	760	100	1						pr470	75		75	75	pr127		483	100	1	pr475			5	5	pr4	2		75	75	pr201			1	1	pr374	100	760	100	1	0
