description	* info	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
cm730	Zomghelp change ilvl of item to 1	1			100	10	12	12		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			47	47																																																																															0
cm731	Zomghelp change ilvl of item to 1	1			100	10	12	13		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			49	49																																																																															0
cm732	Zomghelp change ilvl of item to 1	1			100	10	12	14		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			51	51																																																																															0
cm733	Zomghelp change ilvl of item to 1	1			100	10	12	15		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			53	53																																																																															0
cm734	Zomghelp change ilvl of item to 1	1			100	10	12	16		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			55	55																																																																															0
cm735	Zomghelp change ilvl of item to 1	1			100	10	12	17		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			57	57																																																																															0
cm736	Zomghelp change ilvl of item to 1	1			100	10	12	18		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			59	59																																																																															0
cm737	Zomghelp change ilvl of item to 1	1			100	10	12	19		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			61	61																																																																															0
cm738	Zomghelp change ilvl of item to 1	1			100	10	12	20		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			63	63																																																																															0
cm739	Zomghelp change ilvl of item to 1	1			100	10	12	21		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			65	65																																																																															0
cm740	Zomghelp change ilvl of item to 1	1			100	10	12	22		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			67	67																																																																															0
cm741	Zomghelp change ilvl of item to 1	1			100	10	12	23		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			69	69																																																																															0
cm742	Zomghelp change ilvl of item to 1	1			100	10	12	24		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			71	71																																																																															0
cm743	Zomghelp change ilvl of item to 1	1			100	10	12	25		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			73	73																																																																															0
cm744	Zomghelp change ilvl of item to 1	1			100	10	12	26		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			75	75																																																																															0
cm745	Zomghelp change ilvl of item to 1	1			100	10	12	27		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			77	77																																																																															0
cm746	Zomghelp change ilvl of item to 1	1			100	10	12	28		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			79	79																																																																															0
cm747	Zomghelp change ilvl of item to 1	1			100	10	12	29		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			81	81																																																																															0
cm748	Zomghelp change ilvl of item to 1	1			100	10	12	30		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			83	83																																																																															0
cm749	Zomghelp change ilvl of item to 1	1			100	10	12	31		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			85	85																																																																															0
cm750	Zomghelp change ilvl of item to 1	1			100	10	12	32		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			87	87																																																																															0
cm751	Zomghelp change ilvl of item to 1	1			100	10	12	33		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			89	89																																																																															0
cm752	Zomghelp change ilvl of item to 1	1			100	10	12	34		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			91	91																																																																															0
cm753	Zomghelp change ilvl of item to 1	1			100	10	12	35		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			93	93																																																																															0
cm754	Zomghelp change ilvl of item to 1	1			100	10	12	36		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			95	95																																																																															0
cm755	Zomghelp change ilvl of item to 1	1			100	10	12	37		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			97	97																																																																															0
cm756	Zomghelp change ilvl of item to 1	1			100	10	12	38		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			99	99																																																																															0
cm757	Zomghelp change ilvl of item to 1	1			100	10	12	39		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			101	101																																																																															0
cm758	Zomghelp change ilvl of item to 1	1			100	10	12	40		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			103	103																																																																															0
cm759	Zomghelp change ilvl of item to 1	1			100	10	12	41		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			105	105																																																																															0
cm760	Zomghelp change ilvl of item to 1	1			100	10	12	42		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			107	107																																																																															0
cm761	Zomghelp change ilvl of item to 1	1			100	10	12	43		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			109	109																																																																															0
cm762	Zomghelp change ilvl of item to 1	1			100	10	12	44		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			111	111																																																																															0
cm763	Zomghelp change ilvl of item to 1	1			100	10	12	45		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			113	113																																																																															0
cm764	Zomghelp change ilvl of item to 1	1			100	10	12	46		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			115	115																																																																															0
cm765	Zomghelp change ilvl of item to 1	1			100	10	12	47		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			117	117																																																																															0
cm766	Zomghelp change ilvl of item to 1	1			100	10	12	48		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			119	119																																																																															0
cm767	Zomghelp change ilvl of item to 1	1			100	10	12	49		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			121	121																																																																															0
cm768	Zomghelp change ilvl of item to 1	1			100	10	12	50		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			123	123																																																																															0
cm769	Zomghelp change ilvl of item to 1	1			100	10	12	51		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			125	125																																																																															0
cm770	Zomghelp change ilvl of item to 1	1			100	10	12	52		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			127	127																																																																															0
cm771	Zomghelp change ilvl of item to 1	1			100	10	12	53		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			129	129																																																																															0
cm772	Zomghelp change ilvl of item to 1	1			100	10	12	54		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			131	131																																																																															0
cm773	Zomghelp change ilvl of item to 1	1			100	10	12	55		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			133	133																																																																															0
cm774	Zomghelp change ilvl of item to 1	1			100	10	12	56		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			135	135																																																																															0
cm775	Zomghelp change ilvl of item to 1	1			100	10	12	57		3	"armo,mag"	"amul,mag"	"ring,mag"					"usetype,mag"			1	pr5			137	137																																																																															0
