index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*Laz / comment	* Laz1	* Laz2	* Laz3	* Laz4	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Albrecht's Revenge		1		10	1	65	39	790 		(Tier 5)						5	5000	blac	lblu			so0		so0	pr133		5	5	pr5		111	130	pr75		-31	-35	pr117	728	20	22	pr17		201	400	pr18		401	800	pr35		41	45	pr127	492	9	1	pr111		43	51													0
Albrecht's Revenge		1		10	1	81	49	836 		(Tier 6)						5	5000	blac	lblu			so0		so0	pr133		6	6	pr5		131	150	pr75		-36	-40	pr117	728	23	25	pr17		401	800	pr18		801	1600	pr35		46	50	pr127	492	10	1	pr111		52	60													0
Hepsheeba's Mantle		1		10	1	120	100	@07 		(Sacred) SU						5	5000	cred	cred			so0		so0	pr133		6	6	pr5		201	250	pr171		31	40	pr70		2	3	pr43		6	10	pr53		150	150	pr31		51	75	pr32		5	5	pr87		50	50	pr204	632	18	33	pr295		50	50	pr75		-33	-33	0
NewChainlord		1		4	1	120	100	@07 		(Sacred) SSU						5	5000	blac	blac			so0		so0	pr133		6	6	pr5		251	300	pr4		10	10	pr356		250	250	pr208		15	15	pr78		-10	-10	pr209		10	10	pr370	313	10	53	pr220		50	50	pr216		21	25	pr215		21	25					0
ChainMailSU3		1		1	1	120	100	@07 		(Sacred) SSSU						5	5000	dgrn	dgrn			so0		so0	pr133		6	6	pr5		201	250	pr172		50	50	pr184		50	75	pr34		5	5	pr117	1819	5	5	pr204	462	13	16	pr87		50	50	pr104		1	2	pr11		500	500	pr4		15	15					0
The Celestial Crown		1		10	1	7	4	k01 		(Tier 1)						5	5000	lgld	lgld			so0		so0	pr133		1	1	pr39		16	25	pr10		7	10	pr8		7	10	pr126	819	1	2	pr99		21	25																									0
The Celestial Crown		1		10	1	21	13	k05 		(Tier 2)						5	5000	lgld	lgld			so0		so0	pr133		2	2	pr39		26	35	pr10		11	14	pr8		11	14	pr126	819	1	6	pr99		26	30																									0
The Celestial Crown		1		10	1	36	22	k09 		(Tier 3)						5	5000	lgld	lgld			so0		so0	pr133		2	2	pr39		36	45	pr10		15	18	pr8		15	18	pr126	819	1	10	pr99		31	35																									0
The Celestial Crown		1		10	1	51	30	k13 		(Tier 4)						5	5000	lgld	lgld			so0		so0	pr133		3	3	pr39		46	55	pr10		19	22	pr8		19	22	pr126	819	1	14	pr99		36	40																									0
The Celestial Crown		1		10	1	65	39	k17 		(Tier 5)						5	5000	lgld	lgld			so0		so0	pr133		3	3	pr39		56	65	pr10		23	26	pr8		23	26	pr126	819	1	18	pr99		41	45																									0
The Celestial Crown		1		10	1	81	48	k21 		(Tier 6)						5	5000	lgld	lgld			so0		so0	pr133		4	4	pr39		66	75	pr10		27	30	pr8		27	30	pr126	819	1	22	pr99		46	50																									0
Helm of Sprits		1		10	1	120	100	@67 		(Sacred) SU						5	5000	dgld	dgld			so0		so0	pr133		4	4	pr356		51	60	pr359		51	60	pr10		41	50	pr9		41	50	pr53		11	15	pr126	1002	5	27																					0
NewEyesOfSeptumos		1		4	1	120	100	@67 		(Sacred) SSU						5	5000	dblu	dblu			so0		so0	pr133		4	4	pr0		301	500	pr183		1	77	pr185		1	77	pr184		1	77	pr186		1	77	pr206		1	77	pr11		777	777	pr13		-77	-77	pr73		-4	-4									0
CircletSU3		1		1	1	120	100	@67 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		4	4	pr267		30	50	pr269		30	50	pr292		15	25	pr104		1	2	pr75		-50	-50	pr0		500	500	pr10		40	50	pr9		40	50	pr219		5	10									0
Thunderball		1		10	1	10	6	j13 		(Tier 1)						5	5000	dgry	dgry			so0		so0	pr133		1	1	pr388	51	51	51	pr70		1	1	pr184		11	15	pr294		3	5	pr372		21	50	pr370	807	3	2	pr10		11	15	pr33		21	25													0
Thunderball		1		10	1	25	16	j30 		(Tier 2)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr388	51	51	51	pr70		1	1	pr184		16	20	pr294		6	8	pr372		51	80	pr370	807	4	5	pr10		16	20	pr33		26	30													0
Thunderball		1		10	1	39	25	j47 		(Tier 3)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr388	51	51	51	pr70		1	2	pr184		21	25	pr294		9	11	pr372		81	110	pr370	807	5	8	pr10		21	25	pr33		31	35													0
Thunderball		1		10	1	54	34	j64 		(Tier 4)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr388	51	51	51	pr70		1	2	pr184		26	30	pr294		12	14	pr372		111	140	pr370	807	6	11	pr10		26	30	pr33		36	40													0
Thunderball		1		10	1	68	43	j81 		(Tier 5)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr388	51	51	51	pr70		1	3	pr184		31	35	pr294		15	17	pr372		141	170	pr370	807	7	14	pr10		31	35	pr33		41	45													0
Thunderball		1		10	1	83	52	j98 		(Tier 6)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr388	51	51	51	pr70		2	3	pr184		36	40	pr294		18	20	pr372		171	200	pr370	807	8	17	pr10		36	40	pr33		46	50													0
Gravetalon		1		10	1	120	100	83@ 		(Sacred) SU						5	5000	blac	blac			so0		so0	pr133		2	2	pr388	51	51	51	pr70		2	3	pr174		51	60	pr173		51	60	pr262		51	70	pr238		31	50	pr115		1	1	pr88		50	50	pr213		33	33	pr75		-66	-66	pr197	460	100	35	0
NewWeirdSister		1		4	1	120	100	83@ 		(Sacred) SSU						5	5000	lblu	dgry			so0		so0	pr133		2	2	pr388	51	51	51	pr70		2	2	pr204	404	20	29	pr267		41	50	pr292		75	75	pr13		1000	1000	pr204	405	20	29	pr201		1	1	pr11		1000	1000	pr4		5	5					0
ClapsedOrbSU3		1		1	1	120	100	83@ 		(Sacred) SSSU						5	5000	dgrn	dgrn			so0		so0	pr133		2	2	pr388	51	51	51	pr172		40	50	pr171		40	50	pr183		40	50	pr184		40	50	pr117	1266	10	10	pr217		15	25	pr87		40	40	pr58		300	300	pr291		80	100	pr13		500	500	0
Gold Digger		1		10	1	10	6	j24 		(Tier 1)						5	5000	lyel	lyel			so0		so0	pr133		1	1	pr388	76	76	76	pr29		31	60	pr59		21	30	pr58		101	150	pr220		11	15	pr108		3	5	pr73		1	1																	0
Gold Digger		1		10	1	24	15	j41 		(Tier 2)						5	5000	lyel	lyel			so0		so0	pr133		2	2	pr388	76	76	76	pr29		61	90	pr59		31	40	pr58		151	200	pr220		16	20	pr108		6	8	pr73		2	2																	0
Gold Digger		1		10	1	39	25	j58 		(Tier 3)						5	5000	lyel	lyel			so0		so0	pr133		2	2	pr388	76	76	76	pr29		91	120	pr59		41	50	pr58		201	250	pr220		21	25	pr108		9	11	pr73		3	3																	0
Gold Digger		1		10	1	54	34	j75 		(Tier 4)						5	5000	lyel	lyel			so0		so0	pr133		2	2	pr388	76	76	76	pr29		121	150	pr59		51	60	pr58		251	300	pr220		26	30	pr108		12	14	pr73		4	4																	0
Gold Digger		1		10	1	70	44	j92 		(Tier 5)						5	5000	lyel	lyel			so0		so0	pr133		2	2	pr388	76	76	76	pr29		151	180	pr59		61	70	pr58		301	350	pr220		31	35	pr108		15	17	pr73		5	5																	0
Gold Digger		1		10	1	84	53	o19 		(Tier 6)						5	5000	lyel	lyel			so0		so0	pr133		3	3	pr388	76	76	76	pr29		181	210	pr59		71	80	pr58		351	400	pr220		36	40	pr108		18	20	pr73		6	6																	0
Harpy's Strike		1		10	1	120	100	94@ 		(Sacred) SU						5	5000	lgrn	lgrn			so0		so0	pr133		3	3	pr388	76	76	76	pr29		251	300	pr140		150	250	pr104		2	3	pr356		151	200	pr269		31	40	pr267		21	25	pr96		250	250	pr75		-15	-15	pr41		11	15					0
NewDarkMaidensTalons		1		4	1	120	100	94@ 		(Sacred) SSU						5	5000	dblu	dblu			so4783		so4783	pr133		3	3	pr388	76	76	76	pr29		301	350	pr140		250	350	pr74	3	3	3	pr126	500	20	3	pr126	441	5	11	pr108		10	10	pr107		100	100	pr73		-20	-20	pr136		250	500					0
ClawsSU3		1		1	1	120	100	94@ 		(Sacred) SSSU						5	5000	blac	blac			so0		so0	pr133		3	3	pr388	76	76	76	pr204	446	30	40	pr206		100	150	pr123	330	15	20	pr122		2	3	pr0		2000	2000	pr10		100	200	pr12		20	20	pr78		50	60	pr37		50	50					0
Jared's Fragmentor		1		10	1	4	2	108 		(Tier 1)						5	5000	oran	oran			so0		so0	pr133		2	2	pr387		76	76	pr29		21	50	pr108		7	10	pr126	779	15	4	pr198	154	100	9	pr7		6	10	pr107		21	25																	0
Jared's Fragmentor		1		10	1	18	12	176 		(Tier 2)						5	5000	oran	oran			so0		so0	pr133		2	2	pr387		76	76	pr29		51	80	pr108		11	14	pr126	779	17	6	pr198	154	100	17	pr7		11	15	pr107		26	30																	0
Jared's Fragmentor		1		10	1	33	21	244 		(Tier 3)						5	5000	oran	oran			so0		so0	pr133		3	3	pr387		76	76	pr29		81	110	pr108		15	18	pr126	779	19	8	pr198	154	100	25	pr7		16	20	pr107		31	35																	0
Jared's Fragmentor		1		10	1	49	31	312 		(Tier 4)						5	5000	oran	oran			so0		so0	pr133		3	3	pr387		76	76	pr29		111	140	pr108		19	22	pr126	779	21	10	pr198	154	100	33	pr7		21	25	pr107		36	40																	0
Jared's Fragmentor		1		10	1	62	39	380 		(Tier 5)						5	5000	oran	oran			so0		so0	pr133		4	4	pr387		76	76	pr29		141	170	pr108		23	26	pr126	779	23	12	pr198	154	100	41	pr7		26	30	pr107		41	45																	0
Jared's Fragmentor		1		10	1	78	50	448 		(Tier 6)						5	5000	oran	oran			so0		so0	pr133		4	4	pr387		76	76	pr29		171	200	pr108		27	30	pr126	779	25	14	pr198	154	100	49	pr7		31	35	pr107		46	50																	0
Lavafrost		1		10	1	120	100	09@ 		(Sacred) SU						5	5000	dpur	dpur			so0		so0	pr133		4	4	pr387		76	76	pr29		251	300	pr140		100	200	pr126	567	25	23	pr183		31	50	pr185		31	50	pr104		2	3	pr57		25	25	pr356		101	150	pr13		400	400					0
ItemMordhau		1		4	1	120	100	09@ 		(Sacred) SSU						5	5000	blac	blac			so0		so0	pr133		4	4	pr387		76	76	pr29		301	350	pr140		200	400	pr375		35	35	pr108		31	40	pr220		25	25	pr215		21	25	pr126	780	2	5	pr75		-50	-50	pr7		100	100					0
ClaymoreSU3		1		1	1	120	100	09@ 		(Sacred) SSSU						5	5000	blac	blac			so0		so0	pr133		4	4	pr387		76	76	pr29		251	300	pr356		50	50	pr28		500	1000	pr108		20	25	pr75		100	100	pr9		100	100	pr41		30	40	pr57		50	50	pr267		150	150	pr266		5	5	0
Gnarled Root		1		10	1	1	1	124 		(Tier 1)						5	5000	oran	oran			so0		so0	pr133		1	1	pr387		51	51	pr29		41	80	pr57		25	25	pr126	223	5	6	pr96		31	50	pr216		11	15	pr233		11	15																	0
Gnarled Root		1		10	1	14	9	192 		(Tier 2)						5	5000	oran	oran			so0		so0	pr133		2	2	pr387		51	51	pr29		81	120	pr57		35	35	pr126	223	6	10	pr96		51	70	pr216		16	20	pr233		16	20																	0
Gnarled Root		1		10	1	29	18	260 		(Tier 3)						5	5000	oran	oran			so0		so0	pr133		2	2	pr387		51	51	pr29		121	160	pr57		45	45	pr126	223	7	14	pr96		71	90	pr216		21	25	pr233		21	25																	0
Gnarled Root		1		10	1	43	27	328 		(Tier 4)						5	5000	oran	oran			so0		so0	pr133		2	2	pr387		51	51	pr29		161	200	pr57		55	55	pr126	223	8	18	pr96		91	110	pr216		26	30	pr233		26	30																	0
Gnarled Root		1		10	1	58	37	396 		(Tier 5)						5	5000	oran	oran			so0		so0	pr133		3	3	pr387		51	51	pr29		201	240	pr57		65	65	pr126	223	9	22	pr96		111	130	pr216		31	35	pr233		31	35																	0
Gnarled Root		1		10	1	73	46	464 		(Tier 6)						5	5000	oran	oran			so0		so0	pr133		3	3	pr387		51	51	pr29		241	280	pr57		75	75	pr126	223	10	26	pr96		131	150	pr216		36	40	pr233		36	40																	0
Branch of AM Splinters		1		10	1	120	100	25@ 		(Sacred) SU						5	5000	cgrn	dgrn			so0		so0	pr133		3	3	pr387		51	51	pr29		101	150	pr126	779	25	3	pr107		31	50	pr114		10	10	pr121		4	4																					0
NewMrClubbo		1		4	1	120	100	25@ 		(Sacred) SSU						5	5000	oran	oran			so0		so0	pr133		3	3	pr387		51	51	pr29		301	350	pr140		500	1000	pr57		-25	-25	pr220		50	50	pr59		100	100	pr108		10	10																	0
ClubSU3		1		1	1	120	100	25@ 		(Sacred) SSSU						5	5000	cred	cred			so0		so0	pr133		3	3	pr387		51	51	pr117	821	10	20	pr117	822	10	20	pr117	823	10	20	pr117	824	10	20	pr117	825	10	20	pr117	2037	10	20	pr104		2	3	pr190		20	40	pr41		40	50	pr193		15	15	0
Soulraider		1		10	1	7	4	163 		(Tier 1)						5	5000	blac	blac			so0		so0	pr133		2	2	pr388	51	51	51	pr29		31	60	pr28		11	25	pr326		1	2	pr327		1	2	pr114		3	5	pr93		2	5	pr125	284	40	40	pr389		1	1									0
Soulraider		1		10	1	21	13	231 		(Tier 2)						5	5000	blac	blac			so0		so0	pr133		3	3	pr388	51	51	51	pr29		61	90	pr28		26	40	pr326		3	4	pr327		3	4	pr114		6	8	pr93		6	9	pr125	284	40	40	pr389		1	1									0
Soulraider		1		10	1	36	23	299 		(Tier 3)						5	5000	blac	blac			so0		so0	pr133		4	4	pr388	51	51	51	pr29		91	120	pr28		41	55	pr326		5	6	pr327		5	6	pr114		9	11	pr93		10	13	pr125	284	40	40	pr389		1	1									0
Soulraider		1		10	1	50	32	367 		(Tier 4)						5	5000	blac	blac			so0		so0	pr133		4	4	pr388	51	51	51	pr29		121	150	pr28		56	70	pr326		7	8	pr327		7	8	pr114		12	14	pr93		14	17	pr125	284	40	40	pr389		1	1									0
Soulraider		1		10	1	65	41	435 		(Tier 5)						5	5000	blac	blac			so0		so0	pr133		5	5	pr388	51	51	51	pr29		151	180	pr28		71	85	pr326		9	10	pr327		9	10	pr114		15	17	pr93		18	21	pr125	284	40	40	pr389		1	1									0
Soulraider		1		10	1	79	50	503 		(Tier 6)						5	5000	blac	blac			so0		so0	pr133		6	6	pr388	51	51	51	pr29		181	210	pr28		86	100	pr326		11	12	pr327		11	12	pr114		18	20	pr93		22	25	pr125	284	40	40	pr389		1	1									0
Ryuuseiu Kyanon		1		10	1	120	100	64@ 		(Sacred) SU						5	5000	cred	cred			so0		so0	pr133		6	6	pr388	51	51	51	pr29		251	300	pr140		50	300	pr197	789	50	28	pr183		31	40	pr197	407	10	7	pr117	1245	15	15	pr98		101	150	pr204	564	6	9	pr4		5	5	pr59		50	50	0
New2Gjallarhorn		1		4	1	120	100	64@ 		(Sacred) SSU						5	5000	dgld	dgld			so4788		so4788	pr133		6	6	pr388	51	51	51	pr29		251	300	pr140		150	400	pr127	540	25	15	pr117	1578	11	15	pr197	980	10	26	pr172		31	50	pr135		1	4000	pr215		11	15	pr216		21	30	pr223		201	250	0
CompositeBowSU3		1		1	1	120	100	64@ 		(Sacred) SSSU						5	5000	cblu	cblu			so0		so0	pr133		6	6	pr388		51	51	pr29		251	300	pr117	1849	1	5	pr137		1000	2000	pr173		1	100	pr127	104	10	36	pr36		10	10	pr326		1	1	pr57		50	50	pr50		1	5	pr35		51	100	0
Sagespirit		1		10	1	8	5	1@1 		(Tier 1)						5	5000	oran	oran			so0		so0	pr133		2	2	pr387		76	76	pr29		31	60	pr28		21	50	pr235		31	50	pr234		16	25	pr57		15	15	pr7		16	25	pr121		1	1	pr96		31	50	pr197	813	5	1					0
Sagespirit		1		10	1	22	14	2@1 		(Tier 2)						5	5000	oran	oran			so0		so0	pr133		3	3	pr387		76	76	pr29		61	90	pr28		51	80	pr235		51	70	pr234		26	35	pr57		20	20	pr7		26	35	pr121		1	2	pr96		51	70	pr197	813	6	1					0
Sagespirit		1		10	1	37	24	3@1 		(Tier 3)						5	5000	oran	oran			so0		so0	pr133		4	4	pr387		76	76	pr29		91	120	pr28		81	110	pr235		71	90	pr234		36	45	pr57		25	25	pr7		36	45	pr121		1	2	pr96		71	90	pr197	813	7	1					0
Sagespirit		1		10	1	51	33	4@1 		(Tier 4)						5	5000	oran	oran			so0		so0	pr133		4	4	pr387		76	76	pr29		121	150	pr28		111	140	pr235		91	110	pr234		46	55	pr57		30	30	pr7		46	55	pr121		1	3	pr96		91	110	pr197	813	8	1					0
Sagespirit		1		10	1	66	42	5@1 		(Tier 5)						5	5000	oran	oran			so0		so0	pr133		5	5	pr387		76	76	pr29		151	180	pr28		141	170	pr235		111	130	pr234		56	65	pr57		35	35	pr7		56	65	pr121		2	3	pr96		111	130	pr197	813	9	1					0
Sagespirit		1		10	1	80	51	6@1 		(Tier 6)						5	5000	oran	oran			so0		so0	pr133		6	6	pr387		76	76	pr29		181	210	pr28		171	200	pr235		131	150	pr234		66	75	pr57		40	40	pr7		66	75	pr121		2	4	pr96		131	150	pr197	813	10	1					0
Firestreak		1		10	1	120	100	7@1 		(Sacred) SU						5	5000	cred	cred			so0		so0	pr133		6	6	pr387		76	76	pr29		201	250	pr20		2501	3000	pr21		3001	3500	pr171		31	50	pr57		40	40	pr75		-10	-10	pr369	451	10	19	pr121		2	3	pr191		5	5	pr78		60	60	0
NewCrystalArch		1		4	1	120	100	7@1 		(Sacred) SSU						5	5000	cblu	cblu			so0		so0	pr133		6	6	pr387		76	76	pr29		251	300	pr127	119	2	41	pr204	464	2	4	pr309		21	25	pr187	25	500	1500	pr7		150	150	pr127	533	100	10	pr461		50	50	pr198	820	100	49	pr58		555	555	0
CompoundBowSU3		1		1	1	120	100	7@1 		(Sacred) SSSU						5	5000	dgry	dgry			so0		so0	pr133		6	6	pr387	76	76	76	pr204	331	25	25	pr204	305	25	25	pr29		300	350	pr140		200	400	pr172		25	25	pr173		25	25	pr171		25	25	pr174		25	25	pr198	820	100	25	pr78		60	60	0
The Allseeing Eye		1		10	1	9	6	k02 	Coronet	(Tier 1)						5	5000	oran	oran			so0		so0	pr133		1	1	pr96		31	50	pr216		4	5	pr57		5	5	pr369	346	1	3	pr0		31	50																									0
The Allseeing Eye		1		10	1	24	14	k06 	Coronet	(Tier 2)						5	5000	oran	oran			so0		so0	pr133		2	2	pr96		51	70	pr216		6	7	pr57		5	5	pr369	346	1	6	pr0		51	70																									0
The Allseeing Eye		1		10	1	39	23	k10 	Coronet	(Tier 3)						5	5000	oran	oran			so0		so0	pr133		2	2	pr96		71	90	pr216		8	9	pr57		10	10	pr369	346	1	9	pr0		71	90																									0
The Allseeing Eye		1		10	1	53	32	k14 	Coronet	(Tier 4)						5	5000	oran	oran			so0		so0	pr133		3	3	pr96		91	110	pr216		10	11	pr57		10	10	pr369	346	1	12	pr0		91	110																									0
The Allseeing Eye		1		10	1	68	41	k18 	Coronet	(Tier 5)						5	5000	oran	oran			so0		so0	pr133		3	3	pr96		111	130	pr216		12	13	pr57		15	15	pr369	346	1	15	pr0		111	130																									0
The Allseeing Eye		1		10	1	82	49	k22 	Coronet	(Tier 6)						5	5000	oran	oran			so0		so0	pr133		4	4	pr96		131	150	pr216		14	15	pr57		15	15	pr369	346	1	18	pr0		131	150																									0
Dark Star		1		10	1	120	100	@68 	Coronet	(Sacred) SU						5	5000	oran	oran			so0		so0	pr133		4	4	pr122		2	2	pr171		21	25	pr174		21	25	pr6		31	40	pr78		25	25	pr8		31	40	pr10		31	40	pr198	798	100	34	pr173		21	25									0
New2Breathstealer2		1		4	1	120	100	@68	Coronet	(Sacred) SSU						5	5000	blac	blac			so0		so0	pr133		4	4	pr0		401	500	pr7		-50	-50	pr10		100	100	pr75		-50	-50	pr192		151	200	pr104		1	1	pr207		31	40	pr87		25	25	pr204	694	12	16	pr9		50	50	pr127	895	5	20	0
CoronetSU3		1		1	1	120	100	@68 	Coronet	(Sacred) SSSU						5	5000	whit	whit			so0		so0	pr133		4	4	pr59		100	100	pr207		25	30	pr14		5	5	pr4		10	10	pr41		21	25	pr104			1	pr104			1	pr104			1	pr12		15	15	pr11		333	333					0
The Barracuda		1		10	1	8	5	l53 		(Tier 1)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr387		51	51	pr29		31	60	pr28		16	25	pr197	600	4	3	pr230		16	25	pr57		5	5	pr108		3	5																	0
The Barracuda		1		10	1	23	15	l57 		(Tier 2)						5	5000	dblu	dblu			so0		so0	pr133		3	3	pr387		51	51	pr29		61	90	pr28		26	35	pr197	600	5	6	pr230		26	35	pr57		10	10	pr108		6	8																	0
The Barracuda		1		10	1	38	24	l61 		(Tier 3)						5	5000	dblu	dblu			so0		so0	pr133		4	4	pr387		51	51	pr29		91	120	pr28		36	45	pr197	600	6	9	pr230		36	45	pr57		15	15	pr108		9	11																	0
The Barracuda		1		10	1	52	33	l65 		(Tier 4)						5	5000	dblu	dblu			so0		so0	pr133		4	4	pr387		51	51	pr29		121	150	pr28		46	55	pr197	600	7	12	pr230		46	55	pr57		20	20	pr108		12	14																	0
The Barracuda		1		10	1	66	42	l69 		(Tier 5)						5	5000	dblu	dblu			so0		so0	pr133		5	5	pr387		51	51	pr29		151	180	pr28		56	65	pr197	600	8	15	pr230		56	65	pr57		25	25	pr108		15	17																	0
The Barracuda		1		10	1	82	52	l73 		(Tier 6)						5	5000	dblu	dblu			so0		so0	pr133		6	6	pr387		51	51	pr29		181	210	pr28		66	75	pr197	600	9	18	pr230		66	75	pr57		30	30	pr108		18	20																	0
The Needler		1		10	1	120	100	77@ 		(Sacred) SU						5	5000	dyel	dyel			so0		so0	pr133		6	6	pr387		51	51	pr29		251	300	pr107		31	50	pr127	492	20	2	pr127	492	10	1	pr108		21	25	pr57		100	100	pr371	535	10	6	pr98		200	200									0
NewBossCrow		1		4	1	120	100	77@ 		(Sacred) SSU						5	5000	dblu	dblu			so0		so0	pr133		6	6	pr387		51	51	pr29		101	150	pr127	330	3	56	pr96		201	250	pr137	250	100	250	pr75		-33	-33	pr57		100	100	pr28		100	100													0
CrossbowSU3		1		1	1	120	100	77@ 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		6	6	pr387		51	51	pr29		251	300	pr197	931	5	7	pr67		1	3	pr121		1	3	pr57		50	50	pr134		500	500	pr137		500	500	pr135		500	500	pr320		31	40	pr192		101	150	0
Glowskull		1		10	1	17	10	620 		(Tier 1)						5	5000	lgrn	cgrn			so0		so0	pr133		1	1	pr5		31	60	pr39		16	25	pr262		11	15	pr222		7	10	pr52		21	25	pr221		3	5	pr126	29	1	2	pr174		3	5													0
Glowskull		1		10	1	32	19	666 		(Tier 2)						5	5000	lgrn	cgrn			so0		so0	pr133		2	2	pr5		61	90	pr39		26	35	pr262		16	20	pr222		11	14	pr52		26	30	pr221		6	8	pr126	29	1	4	pr174		6	8													0
Glowskull		1		10	1	46	28	712 		(Tier 3)						5	5000	lgrn	cgrn			so0		so0	pr133		3	3	pr5		91	120	pr39		36	45	pr262		21	25	pr222		15	18	pr52		31	35	pr221		9	11	pr126	29	1	6	pr174		9	11													0
Glowskull		1		10	1	61	37	758 		(Tier 4)						5	5000	lgrn	cgrn			so0		so0	pr133		3	3	pr5		121	150	pr39		46	55	pr262		26	30	pr222		19	22	pr52		36	40	pr221		12	14	pr126	29	1	8	pr174		12	14													0
Glowskull		1		10	1	76	46	804 		(Tier 5)						5	5000	lgrn	cgrn			so0		so0	pr133		4	4	pr5		151	180	pr39		56	65	pr262		31	35	pr222		23	26	pr52		41	45	pr221		15	17	pr126	29	1	10	pr174		15	17													0
Glowskull		1		10	1	90	54	850 		(Tier 6)						5	5000	lgrn	cgrn			so0		so0	pr133		4	4	pr5		181	210	pr39		66	75	pr262		36	40	pr222		27	30	pr52		46	50	pr221		18	20	pr126	29	1	12	pr174		18	20													0
Gotterdammerung		1		10	1	120	100	@21 		(Sacred) SU						5	5000	blac	blac			so0		so0	pr133		4	4	pr5		301	350	pr181		1	1	pr190		51	60	pr42		-75	-75	pr4		21	25	pr73		-5	-5	pr0		1000	1000																	0
AidensLament		1		4	1	120	100	@21 		(Sacred) SSU						5	5000	blac	blac			so0		so0	pr133		4	4	pr5		201	250	pr117	1311	5	5	pr126	779	10	6	pr128	779	5	4	pr107		50	50	pr53		-250	-250	pr356		101	150	pr182	327	100	2	pr75		25	25									0
CrownSU3		1		1	1	120	100	@21 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		4	4	pr5		300	350	pr92		1	1	pr59		50	100	pr104		1	2	pr4		10	10	pr181		1	1	pr194		1	1	pr108		10	10	pr140		50	75	pr192		50	50	pr198	580	100	50	0
Shadowmoon		1		10	1	17	10	w24 		(Tier 1)						5	5000	dgld	dblu			so0		so0	pr133		2	2	pr5		31	60	pr87		5	5	pr57		5	5	pr185		7	10	pr184		7	10	pr186		7	10	pr267		8	10	pr43		3	5	pr49		3	5	pr45		3	5					0
Shadowmoon		1		10	1	32	19	w44 		(Tier 2)						5	5000	dgld	dblu			so0		so0	pr133		2	2	pr5		61	90	pr87		5	5	pr57		5	5	pr185		11	14	pr184		11	14	pr186		11	14	pr267		11	13	pr43		6	8	pr49		6	8	pr45		6	8					0
Shadowmoon		1		10	1	46	28	w64 		(Tier 3)						5	5000	dgld	dblu			so0		so0	pr133		2	2	pr5		91	120	pr87		10	10	pr57		10	10	pr185		15	18	pr184		15	18	pr186		15	18	pr267		14	16	pr43		9	11	pr49		9	11	pr45		9	11					0
Shadowmoon		1		10	1	61	36	w84 		(Tier 4)						5	5000	dgld	dblu			so0		so0	pr133		3	3	pr5		121	150	pr87		10	10	pr57		10	10	pr185		19	22	pr184		19	22	pr186		19	22	pr267		17	19	pr43		12	14	pr49		12	14	pr45		12	14					0
Shadowmoon		1		10	1	76	45	e14 		(Tier 5)						5	5000	dgld	dblu			so0		so0	pr133		3	3	pr5		151	180	pr87		15	15	pr57		15	15	pr185		23	26	pr184		23	26	pr186		23	26	pr267		20	22	pr43		15	17	pr49		15	17	pr45		15	17					0
Shadowmoon		1		10	1	90	54	e34 		(Tier 6)						5	5000	dgld	dblu			so0		so0	pr133		4	4	pr5		181	210	pr87		15	15	pr57		15	15	pr185		27	30	pr184		27	30	pr186		27	30	pr267		23	25	pr43		18	20	pr49		18	20	pr45		18	20					0
Deathforce		1		10	1	120	100	@61 		(Sacred) SU						5	5000	blac	blac			so0		so0	pr133		4	4	pr5		201	250	pr16		1	1	pr204	697	3	13	pr35		81	100	pr31		81	100	pr185		31	40	pr183		31	40	pr75		-40	-40	pr68		2	3	pr117	759	21	25	pr204	209	7	17	0
NewAngelhost		1		4	1	120	100	@61 		(Sacred) SSU						5	5000	lblu	lblu			so0		so0	pr133		6	6	pr5		301	350	pr216		21	25	pr68		3	3	pr117	1684	2	2	pr184		41	50	pr206		41	50	pr73		-2	-2	pr370	781	1	16	pr185		41	50	pr13		-250	-250					0
CrownShieldSU3		1		1	1	120	100	@61 		(Sacred) SSSU						5	5000	blac	blac			so0		so0	pr133		4	4	pr5		301	350	pr192		25	30	pr182	611	50	8	pr127	542	15	15	pr244		25	25	pr0		1000	1000	pr41		21	25	pr57		30	30	pr174		50	50	pr215		20	20	pr216		20	20	0
Iceflayer		1		10	1	18	11	113 		(Tier 1)						5	5000	cblu	cblu			so0		so0	pr133		2	2	pr388	51	51	51	pr29		21	50	pr351		31	50	pr216		3	5	pr81		15	15	pr17		21	25	pr18		51	75	pr19		21	25	pr107		11	15									0
