Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	* Laz / status	* Laz / new	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
ms762	762	ms760	ms763	2	BoneWarrior	ms656	mp23	mt9	ma72	mon_coldhit	SK  			1													3	5		9	9	1	21	55	120	mo109	mo109	10	3	2	1	80	80	80	80	90	90	3	2	1	80	85	90	3	2	1																						1	1			1		1				1			1	1							1																										100	100	100	-20	-20	-20											100						100						20	20	20		75	95	95	90	75	90	225	75	90	225				75	95	95	90	75	90	225	75	90	225				187	197	95	90	75	90	225	75	90	225				A1	cold	100	40	60	100	100	60	80	150	100	80	120	200	A2	cold	100	40	60	100	100	60	80	150	100	80	120	200															Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
ms763	763	ms760	ms764	3	BurningDead	ms657	mp23	mt9	ma72	mon_firehit	SK  			1													4	5		9	9	1	35	74	120	mo109	mo109	10	3	2	1	80	80	80	85	90	90	3	2	1	90	95	100	3	2	1																						1	1			1		1				1			1	1							1																										100	100	100	-20	-20	-20			100						100						100								25	25	25		75	95	95	90	75	90	225	75	90	225				75	95	95	90	75	90	225	75	90	225				187	197	95	90	75	90	225	75	90	225				A1	fire	100	40	60		100	60	80		100	80	120		A2	fire	100	40	60		100	60	80		100	80	120																Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms764	764	ms760	ms1163	4	Horror	ms658	mp23	mt9	ma72	mon_lightninghit	SK  			1													5	6		9	9	1	37	74	120	mo109	mo109	10	3	2	1	80	80	80	90	90	90	3	2	1	90	95	100	3	2	1																						1	1			1		1				1			1	1							1																										100	100	100	-20	-20	-20				100						100						100							30	30	30		75	95	95	90	75	90	225	75	90	225				75	95	95	90	75	90	225	75	90	225				187	197	95	90	75	90	225	75	90	225				A1	ltng	100	1	200		100	1	250		100	1	300		A2	ltng	100	1	200		100	1	250		100	1	300																Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms765	765	ms765	ms766		FallenOne	ms659	mp23	mt16	ma7		FA  			1							ms765		1	1	2	3	2	3		5	5	1	3	45	120	mo50	mo50	10	3	2	1	80	80	80				15	10	5	95	100	100	50	50	50																						1	1			1				1		1			1	1							1																										100	100	100	-20	-20	-20												100						100					9	9	9		40	60	100	60	30	70	200	30	70	200				40	60	100	60	30	70	200	30	70	200				170	180	100	60	30	70	200	30	70	200																																														Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
ms766	766	ms765	ms767	1	Invader	ms660	mp23	mt16	ma7		FA  			1							ms766		1	1	2	3	2	3		6	6	1	5	46	120	mo50	mo50	10	3	2	1	80	80	80				10	5		95	100	100	50	50	50																						1	1			1				1		1			1	1							1																										100	100	100	-20	-20	-20								100						100									9	9	9		40	60	100	60	30	70	200	30	70	200				40	60	100	60	30	70	200	30	70	200				170	180	100	60	30	70	200	30	70	200																																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
ms767	767	ms765	ms768	2	Defiler	ms661	mp23	mt16	ma7		FA  			1							ms767		1	1	2	3	2	3		6	6	1	10	50	120	mo50	mo50	10	3	2	1	80	80	80				5			95	100	100	50	50	50																						1	1			1				1		1			1	1							1																										100	100	100	-20	-20	-20									100						100								9	9	9		40	60	100	60	30	70	200	30	70	200				40	60	100	60	30	70	200	30	70	200				170	180	100	60	30	70	200	30	70	200																																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
ms768	768	ms765	ms769	3	Scourge	ms662	mp23	mt16	ma7		FA  			1							ms768		1	1	2	3	2	3		6	6	1	14	53	120	mo50	mo50	10	3	2	1	80	80	80							95	100	100	50	50	50																						1	1			1				1		1			1	1							1																										100	100	100	-20	-20	-20										100						100							9	9	9		40	60	100	60	30	70	200	30	70	200				40	60	100	60	30	70	200	30	70	200				170	180	100	60	30	70	200	30	70	200																																														Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
ms769	769	ms765	ms1151	4	Destroyer	ms663	mp46	mt16	ma7	mon_fallenchild	FA  			1							ms769		1	1	2	3	2	3		10	10	1	41	79	120	mo50	mo50	10	3	2	1	80	80	80							95	100	100	50	50	50																						1	1			1				1		1			1	1							1																										100	100	100	-20	-20	-20			100						100						100								9	9	9		40	60	100	60	30	70	200	30	70	200				40	60	100	60	30	70	200	30	70	200				170	180	100	60	30	70	200	30	70	200				A1	fire	100	30	100		100	50	120		100	70	140		A2	fire	100	30	100		100	50	120		100	70	140																Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms770	770	ms770	ms771		FallenShamanBsd	ms664	mp23	mt16	ma13		FS  			1							ms765		1		2	6	1	1		4	4	1	3	45	120	mo51	mo51	12	3	2	1	80	80	80	45	55	65	80	90	100	70	65	60	50	50	50	30	30	30																			1				1				1		1			1	1		1							sk181	mq12	1	sk170	mq12	6																			100	100	100	-20	-20	-20												100						100					4	4	4		60	140	100	100	90	120	200							60	140	100	100	90	120	200							180	220	100	100	90	120	200																																																	Act 1 Cast A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
ms771	771	ms770	ms772	1	InvaderShaman	ms665	mp23	mt16	ma13		FS  			1							ms766		1		2	6	1	1		4	4	1	5	46	120	mo51	mo51	12	3	2	1	80	80	80	50	60	70	85	95	100	65	60	55	50	50	50	30	30	30																			1				1				1		1			1	1		1							sk181	mq12	1	sk170	mq12	7																			100	100	100	-20	-20	-20								100						100									4	4	4		60	140	100	100	90	120	200							60	140	100	100	90	120	200							180	220	100	100	90	120	200																																																	Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
ms772	772	ms770	ms773	2	DefilerShaman	ms666	mp23	mt16	ma13		FS  			1							ms767		1		2	6	1	1		5	5	1	10	50	120	mo51	mo51	12	3	2	1	80	80	80	55	65	75	90	100	100	60	55	50	50	50	50	30	30	30																			1				1				1		1			1	1		1							sk181	mq12	1	sk170	mq12	8																			100	100	100	-20	-20	-20									100						100								4	4	4		60	140	100	100	90	120	200							60	140	100	100	90	120	200							180	220	100	100	90	120	200																																																	Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
ms773	773	ms770	ms774	3	ScourgeShaman	ms667	mp23	mt16	ma13		FS  			1							ms768		1		2	6	1	1		5	5	1	14	53	120	mo51	mo51	12	3	2	1	80	80	80	60	70	80	95	100	100	55	50	45	50	50	50	30	30	30																			1				1				1		1			1	1		1							sk181	mq12	1	sk170	mq12	9																			100	100	100	-20	-20	-20										100						100							4	4	4		60	140	100	100	90	120	200							60	140	100	100	90	120	200							180	220	100	100	90	120	200																																																	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
ms774	774	ms770	ms1152	4	DestroyerShaman	ms668	mp47	mt16	ma13	mon_explosion	FS  			1							ms769		1		2	6	1	1		8	8	1	41	79	120	mo51	mo51	12	3	2	1	80	80	80	65	75	85	100	100	100	50	45	40	50	50	50	30	30	30																			1				1				1		1			1	1		1							sk181	mq12	1	sk277	mq12	8																			100	100	100	-20	-20	-20			100						100						100								4	4	4		60	140	100	100	90	120	200							60	140	100	100	90	120	200							180	220	100	100	90	120	200																																																	Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms775	775	ms775	ms776		FallenWarrior	ms669	mp49	mt10	ma114	mon_hero1	re  			1													2	3		6	11	1	25	61	120	mo98	mo98	10	3	2	1	80	80	80	99	99	99	1	1	1	7	7	7	20	20	20	95	95	95	95	95	95	4	2	1	15	15	15										1	1			1		1							1	1									sk233	S1	1	sk107	mq41	1																			100	100	100	-20	-20	-20								100						100									45	45	45		120	170	100	100	60	120	200	60	120	200				120	170	100	100	60	120	200	60	120	200				210	235	100	100	60	120	200	60	120	200																																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
ms776	776	ms775	ms777	2	FallenHero	ms670	mp50	mt10	ma114	mon_hero1	re  			1													2	3		6	13	1	28	65	120	mo98	mo98	10	3	2	1	80	80	80	99	99	99	1	1	1	7	7	7	20	20	20	95	95	95	95	95	95	4	2	1	15	15	15										1	1			1		1							1	1									sk233	S1	1	sk107	mq41	1																			100	100	100	-20	-20	-20				100						100						100							45	45	45		120	170	100	100	60	120	200	60	120	200				120	170	100	100	60	120	200	60	120	200				210	235	100	100	60	120	200	60	120	200																																														Act 3 H2H B	Act 3 Champ B	Act 3 Champ B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
ms777	777	ms775	ms778	1	KnightOfWar	ms671	mp51	mt10	ma114	mon_hero3	re  			1													2	3		6	14	1	33	70	120	mo98	mo98	10	3	2	1	80	80	80	99	99	99	1	1	1	7	7	7	30	30	30	95	95	95	95	95	95	4	2	1	50	50	50										1	1			1		1							1	1									sk233	S1	1	sk107	mq41	1																			100	100	100	-20	-20	-20			100						100						100								45	45	45		120	170	100	100	60	120	200	60	120	200				120	170	100	100	60	120	200	60	120	200				210	235	100	100	60	120	200	60	120	200																																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
ms778	778	ms775	ms779	3	KnightOfPestilence	ms672	mp52	mt10	ma114	mon_hero4	re  			1													2	3		6	14	1	33	70	120	mo98	mo98	10	3	2	1	80	80	80	99	99	99	1	1	1	7	7	7	30	30	30	95	95	95	95	95	95	4	2	1	50	50	50										1	1			1		1							1	1									sk233	S1	1	sk107	mq41	1																			100	100	100	-20	-20	-20						100						100						100					45	45	45		120	170	100	100	60	120	200	60	120	200				120	170	100	100	60	120	200	60	120	200				210	235	100	100	60	120	200	60	120	200																																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
ms779	779	ms775	ms1161	4	KnightOfFamine	ms673	mp53	mt10	ma114	mon_hero5	re  			1													2	3		6	14	1	33	70	120	mo98	mo98	10	3	2	1	80	80	80	99	99	99	1	1	1	7	7	7	30	30	30	95	95	95	95	95	95	4	2	1	50	50	50										1	1			1		1							1	1									sk233	S1	1	sk107	mq41	1																			100	100	100	-20	-20	-20					100						100						100						45	45	45		120	170	100	100	60	120	200	60	120	200				120	170	100	100	60	120	200	60	120	200				210	235	100	100	60	120	200	60	120	200																																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
ms780	780	ms780	ms781	2	JungleHunter	ms674	mp23	mt39	ma96	mon_poisonhit	FC  			1	1												3	6		11	11	1	26	61	120	mo54	mo54	10	3	2	1	80	80	80	20	20	20	25	25	25																			ml266									1				1				1		1			1	1									sk158	mq10	1																						100	100	100	-20	-20	-20				100						100						100							13	13	13		40	60	90	60	40	80	100							40	60	90	60	40	80	100							170	180	90	60	40	80	100							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																													Act 3 Miss A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Miss A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) Miss A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
ms781	781	ms780	ms782	4	TreeHunter	ms675	mp23	mt39	ma96	mon_poisonhit	FC  			1	1												3	6		11	11	1	28	63	120	mo54	mo54	10	3	2	1	80	80	80	20	20	20	30	30	30																			ml266									1				1				1		1			1	1									sk158	mq10	1																						100	100	100	-20	-20	-20		100						100						100									13	13	13		40	60	90	60	40	80	100							40	60	90	60	40	80	100							170	180	90	60	40	80	100							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																													Act 3 Miss B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Miss B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Miss B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
ms782	782	ms780	ms783		JungleDevil	ms676	mp23	mt39	ma96	mon_poisonhit	FC  			1	1												3	6		11	11	1	29	65	120	mo54	mo54	10	3	2	1	80	80	80	20	20	20	35	35	35																			ml266									1				1				1		1			1	1									sk158	mq10	1																						100	100	100	-20	-20	-20					100						100						100						13	13	13		40	60	90	60	40	80	100							40	60	90	60	40	80	100							170	180	90	60	40	80	100							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																													Act 3 Miss C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Miss C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) Miss C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms783	783	ms780	ms784	1	BloodHunter	ms677	mp23	mt39	ma96	mon_poisonhit	FC  			1	1												3	6		11	11	1	30	66	120	mo54	mo54	10	3	2	1	80	80	80	20	20	20	40	40	40																			ml266									1				1				1		1			1	1									sk158	mq10	1																						100	100	100	-20	-20	-20			100						100						100								13	13	13		40	60	90	60	40	80	100							40	60	90	60	40	80	100							170	180	90	60	40	80	100							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																													Act 3 Miss C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Miss C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) Miss C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms784	784	ms780	ms1164	3	Slayer	ms678	mp23	mt39	ma96	mon_poisonhit	FC  			1	1												3	8		11	11	1	34	71	120	mo54	mo54	10	3	2	1	80	80	80	20	20	20	45	45	45																			ml266									1				1				1		1			1	1									sk158	mq10	1																						100	100	100	-20	-20	-20					100						100						100						13	13	13		40	60	90	60	40	80	100							40	60	90	60	40	80	100							170	180	90	60	40	80	100							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																													Act 4 Miss B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) Miss B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) Miss B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
ms785	785	ms785	ms786	2	JungleHunter	ms679	mp23	mt39	ma30	mon_poisonhit	FE  			1													3	6		11	11	1	26	61	120	mo53	mo53	10	3	2	1	80	80	80	100	100	100	4	3	2	4	4	4	25	25	25																						1	1			1				1		1			1	1							1		sk158	mq10	1																						100	100	100	-20	-20	-20				100						100						100							11	11	11		40	60	90	60	50	140	200							40	60	90	60	50	140	200							170	180	90	60	50	140	200							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
ms786	786	ms785	ms787	4	TreeHunter	ms680	mp23	mt39	ma30	mon_poisonhit	FE  			1													3	6		11	11	1	28	63	120	mo53	mo53	10	3	2	1	80	80	80	100	100	100	4	3	2	4	4	4	25	25	25																						1	1			1				1		1			1	1							1		sk158	mq10	1																						100	100	100	-20	-20	-20		100						100						100									11	11	11		40	60	90	60	50	140	200							40	60	90	60	50	140	200							170	180	90	60	50	140	200							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
ms787	787	ms785	ms788		JungleDevil	ms681	mp23	mt39	ma30	mon_poisonhit	FE  			1													3	6		11	11	1	29	65	120	mo53	mo53	10	3	2	1	80	80	80	100	100	100	4	3	2	4	4	4	25	25	25																						1	1			1				1		1			1	1							1		sk158	mq10	1																						100	100	100	-20	-20	-20					100						100						100						11	11	11		40	60	90	60	50	140	200							40	60	90	60	50	140	200							170	180	90	60	50	140	200							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																													Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) H2H C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms788	788	ms785	ms789	1	BloodHunter	ms682	mp23	mt39	ma30	mon_poisonhit	FE  			1													3	6		11	11	1	30	66	120	mo53	mo53	10	3	2	1	80	80	80	100	100	100	4	3	2	4	4	4	25	25	25																						1	1			1				1		1			1	1							1		sk158	mq10	1																						100	100	100	-20	-20	-20			100						100						100								11	11	11		40	60	90	60	50	140	200							40	60	90	60	50	140	200							170	180	90	60	50	140	200							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																													Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) H2H C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms789	789	ms785	ms1165	3	Slayer	ms683	mp23	mt39	ma30	mon_poisonhit	FE  			1													3	6		11	11	1	34	71	120	mo53	mo53	10	3	2	1	80	80	80	100	100	100	4	3	2	4	4	4	25	25	25																						1	1			1				1		1			1	1							1		sk158	mq10	1																						100	100	100	-20	-20	-20					100						100						100						11	11	11		40	60	90	60	50	140	200							40	60	90	60	50	140	200							170	180	90	60	50	140	200							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																													Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
ms790	790	ms790	ms791	1	GargoyleWarrior	ms689	mp23	mt4	ma73	mon_stone	0A  			1	1												2	3		9	9	1	35	73	120	mo2	mo2	11	3	2	1	80	80	80	35	35	35	90	90	90	95	95	95	4	2	1	60	60	60	1	1	1	75	75	75	60	60	60										1				1						1			1	1		1							sk538	mq64	1	sk538	mq64	1																			100	100	100	-20	-20	-20			100						100						100								19	19	19		100	130	100	100	70	100	200							100	130	100	100	70	100	200							200	215	100	100	70	100	200																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms791	791	ms790	ms792	3	MountainDefender	ms690	mp23	mt4	ma73	mon_stone	0A  			1	1												2	3		9	9	1	37	76	120	mo2	mo2	11	3	2	1	80	80	80	35	35	35	90	90	90	95	95	95	4	2	1	60	60	60	1	1	1	75	75	75	60	60	60										1				1						1			1	1		1							sk538	mq64	2	sk538	mq64	2																			100	100	100	-20	-20	-20				100						100						100							19	19	19		100	130	100	100	70	100	200							100	130	100	100	70	100	200							200	215	100	100	70	100	200																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms792	792	ms790	ms793	4	SummitGuardian	ms691	mp23	mt4	ma73	mon_stone	0A  			1	1												2	3		9	9	1	40	78	120	mo2	mo2	11	3	2	1	80	80	80	35	35	35	90	90	90	95	95	95	4	2	1	60	60	60	1	1	1	75	75	75	60	60	60										1				1						1			1	1		1							sk538	mq64	3	sk538	mq64	3																			100	100	100	-20	-20	-20			100						100						100								19	19	19		100	130	100	100	70	100	200							100	130	100	100	70	100	200							200	215	100	100	70	100	200																																																	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms793	793	ms790	ms794	2	StoneWarrior	ms692	mp23	mt4	ma73	mon_stone	0A  			1	1												2	3		11	11	1	50	81	120	mo2	mo2	11	3	2	1	80	80	80	35	35	35	95	95	95	95	95	95	4	2	1	60	60	60	1	1	1	75	75	75	60	60	60										1				1						1			1	1		1							sk538	mq64	5	sk538	mq64	5																			100	100	100	-20	-20	-20					100						100						100						19	19	19		100	130	100	100	70	100	200							100	130	100	100	70	100	200							200	215	100	100	70	100	200																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms794	794	ms790	ms1150		GraniteKing	ms693	mp23	mt4	ma73	mon_stone	0A  			1	1												2	3		11	11	1	48	81	120	mo2	mo2	11	3	2	1	80	80	80	35	35	35	100	100	100	95	95	95	4	2	1	60	60	60	1	1	1	75	75	75	60	60	60										1				1						1			1	1		1							sk538	mq64	5	sk538	mq64	5																			100	100	100	-20	-20	-20						100						100						100					19	19	19		100	130	100	100	70	100	200							100	130	100	100	70	100	200							200	215	100	100	70	100	200																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms795	795	ms795	ms796		Hidden	ms694	mp23	mt19	ma9	mon_ghost	WR  			1													3	5		5	5	1	9	48	120	mo136	mo136	10	3	2	1	80	80	80	60	60	60	12	10	8	70	75	80																									1	1			1		1			1	1			1	1																																	100	100	100	-20	-20	-20								100						100									8	8	8		80	100	140	100	100	140	200							80	100	140	100	100	140	200							190	200	140	100	100	140	200																																																	Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
ms796	796	ms795	ms797	1	FataMorgana	ms695	mp23	mt19	ma9	mon_ghost	WR  			1													3	5		5	5	1	21	58	120	mo136	mo136	10	3	2	1	80	80	80	70	70	70	12	10	8	75	80	85																									1	1			1		1			1	1			1	1																																	100	100	100	-20	-20	-20											100						100						8	8	8		80	100	140	100	100	140	200							80	100	140	100	100	140	200							190	200	140	100	100	140	200																																																	Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
