skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	ListPool	* Laz / counter	IconCel	str name	str short	str long	str alt	str mana	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	eol
sd279	2	4	3	2		1.E9 PREDATOR SYN	18	SkillnameEagleStance	SkillsdEagleStance	SkillsdEagleStance	SkillnameEagleStance																		1					12	DescRegenAll		max(1000-(((220*lvl)*(par2-par1))/(100*(lvl+50))+par1),200)		2	StrSkill4	StrSkill23	-50																	38	DescHitLeeches	DescLife	1+blvl/2	2+(blvl/2)*2	2	StrSkill88	StrSkill23	blvl*par6+25		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-18)/6,19),2)+stat('is479'.accr)	40	Sksyn	SkillnameEagleStance	4		18	SkillnameWithDinosaurs				18	DescBlank				40	SksynSelf	SkillnameEagleStance	4		65	DescSelf	DescMREXSyn			65	DescSelf	DescPredatorSyn			18	DescSelfSynergy				0
sd280	2	5	3	2		1.B9 HARD POINT CB	50	SkillnameWolfStance	SkillsdWolfStance	SkillsdWolfStance	SkillnameWolfStance																		1					2	StrSkill70	StrSkill23	min(ln78,120)		2	DescHitRec	StrSkill23	((220*lvl)*(par2-par1))/(100*(lvl+50))+par1		2	StrSkill106	StrSkill23	((220*lvl)*(par2-par1))/(100*(lvl+50))+par1		2	StrSkill4	StrSkill23	ln56												3	DescCrushEm	StrSkill23	par3+blvl*par4		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-24)/6,18),2)+stat('is479'.accr)	40	SksynSelf	SkillnameWolfStance	4		63	DescSelf	DescCBLvl	par4		18	DescSelfWolf				40	Sksyn	SkillnameWolfStance	4		18	SkillnameWithDinosaurs														0
sd281	2	1	1	2		new skill	20	SkillnameGuardianSp	SkillsdGuardianSp	SkillsdGuardianSp	SkillnameGuardianSp	StrSkill3																	1					35	DescSummonDmg		((1+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	((2+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	3	DescPainless	DescHitPointz	((1+pst1/256)*(100+clc1))/100		5	StrSkill22		(200*(100+(((lvl-1)*50)*(100+stat('is500'.accr)))/100))/100												5	DescAncSpi		3+stat('is445'.accr)		18	DescGuardian				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+ulvl/6,22),2)+stat('is479'.accr)	40	Sksyn	SkillnameGuardianSp	4		18	SkillnameGreaterM																													0
sd282	2	2	1	2		new skill	22	SkillnameDefenderSp	SkillsdDefenderSp	SkillsdDefenderSp	SkillnameDefenderSp	StrSkill3																	1					35	DescSummonDmg		((1+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	((2+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	3	DescPainless	DescHitPointz	((1+pst1/256)*(100+clc1))/100		5	StrSkill22		(200*(100+(((lvl-1)*50)*(100+stat('is500'.accr)))/100))/100												5	DescAncSpi		3+stat('is445'.accr)		18	DescDefender				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-6)/6,21),2)+stat('is479'.accr)	40	Sksyn	SkillnameDefenderSp	4		18	SkillnameGreaterM																													0
sd283	2	3	1	2		to be changed	24	SkillnameProtectorSp	SkillsdProtectorSp	SkillsdProtectorSp	SkillnameProtectorSp	StrSkill3																	1					2	DescBloodElemAC	StrSkill23	(10+stat('is447'.accr))+lvl*5		2	DescBloodPhysAC	StrSkill23	(15+stat('is446'.accr))+lvl*5		35	DescSummonDmg		((1+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	((2+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	3	DescPainless	DescHitPointz	((1+pst1/256)*(100+clc1))/100		5	StrSkill22		(200*(100+(((lvl-1)*50)*(100+stat('is500'.accr)))/100))/100		5	DescAncSpi		3+stat('is445'.accr)		18	DescProtector				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-12)/6,20),2)+stat('is479'.accr)	40	Sksyn	SkillnameProtectorSp	4		18	SkillnameGreaterM																													0
sd284	2	4	1	2		new skill	26	SkillnameGreaterM	SkillsdGreaterM	SkillsdGreaterM	SkillnameGreaterM																		1					4	DescAncSpi		min(ln12,6)		38	GMAddsDmg	DescBlank	15*lvl	25*lvl	38	GMAddsLife	StrSkill23	5*lvl	15*lvl	18	DescBasedOnType																								73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-18)/6,19),2)+stat('is479'.accr)																																				0
sd285	2	5	1	2		new skill	72	SkillnameWithDinosaurs	SkillsdWithDinosaurs	SkillsdWithDinosaurs	SkillnameWithDinosaurs																							19	DescSWConsolidated		lvl*3																						18	DescTargetOnlyT				12	DescDelayZ		max(0,250-((((skill('sk361'.blvl)+skill('sk362'.blvl))+skill('sk363'.blvl))+skill('sk364'.blvl))+skill('sk365'.blvl))*5)		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-24)/6,18),2)+stat('is479'.accr)	40	Sksyn	SkillnameWithDinosaurs	4		65	DescSpiritTreeWoot	DescTimerLossX																												0
sd286	2	1	2	2		to be changed	66	SkillnameBigWolf	SkillsdBigWolf	SkillsdBigWolf	SkillanWCOM	StrSkill3																	1					35	DescSummonDmg		((1+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	((2+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	19	DescWolfRadiusField		2+lvl/6																	2	DescIHaveBeenMark	DescOnEachHit	(((2*blvl+1)+30)*(2*blvl+1)-21)/1		5	DescWolvesNumberR		1+blvl/5		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+ulvl/6,22),2)+stat('is479'.accr)	40	SksynSelf	SkillnameBigWolf	4		65	DescSelf	DescICanHazMark			65	DescSelf	DescICanHazWolf			18	DescSelfSynergy																			0
sd287	2	2	2	2			10	SkillnameAncBlood	SkillsdAncBlood	SkillsdAncBlood	SkillnameAncBlood														1				1					2	StrSkill100	StrSkill23	par1+lvl/par2																						2	DescAttR	StrSkill23	blvl		4	DescAllSkillLevels		1+blvl/par3		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-6)/6,21),2)+stat('is479'.accr)	40	SksynSelf	SkillnameAncBlood	4		65	DescSelf	DescMaxLvlSynMini			63	DescSelf	DescABAttrate	1		18	DescSelfSynergy																			0
sd288	2	3	2	2			34	SkillnameFortress	SkillsdBoldNewFort	SkillsdBoldNewFort	SkillnameFortress	StrSkill3	5												1				1					12	DescFortDur2		63+lvl*5																						19	DescTargetComp		20+skill('sk366'.blvl)*par1		12	DescRealLockoutDur		max(175-5*blvl,75)		18	DescThreeFourBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-12)/6,20),2)+stat('is479'.accr)	40	Sksyn	SkillnameFortress	4		65	SkillnameBigWolf	DescAoWSyn			18	DescBlank				40	SksynSelf	SkillnameFortress	4		65	DescSelf	DescFortTimerSyn			18	DescMaximus				18	DescSelfSynergy				0
sd289	2	4	2	2		1.A9 ADDED MISSING FCR	36	SkillnameSPGuide	SkillsdSPGuide	SkillsdSPGuide	SkillnameSPGuide																		1					2	DescCastWowz	DescPctWhenNear	ln34		2	StrSkill4	DescPctWhenNear	ln12																	3	DescACBonus	DescPctWhenNear	par5+blvl*par6		19	StrSkill56		12		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-18)/6,19),2)+stat('is479'.accr)	40	SksynSelf	SkillnameSPGuide	4		63	DescSelf	DescAAC	par6		18	DescSelfSynergy																								0
sd290	2	5	2	2			38	SkillnameMountainKing	SkillsdMountainKing	SkillsdMountainKing	SkillnameMountainKing																		1					2	DescAllKings	StrSkill23	((220*lvl)*(par2-par1))/(100*(lvl+50))+par1																																					73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-24)/6,18),2)+stat('is479'.accr)																																				0
sd291	1	1	3	1			40	SkillnameBearClaw	SkillsdBearClaw	SkillsdBearClaw	SkillnameBearClaw	StrSkill3	3												1				1					19	StrSkill56		6+2*(lvl-1)		12	StrSkill48		ln12																	18	DescBetaPierce				73	WeapDamsk		3	2	18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+ulvl/6,22),2)+stat('is479'.accr)																																				0
sd292	1	2	3	1		new skill	42	SkillnameStampede	SkillsdStampede	SkillsdStampede	SkillnameStampede	StrSkill3	3												1				1					19	StrSkill56		6+2*(lvl-1)		7	DescAxes		ln56		12	DescDelayZ		min(lvl*par3,50)												18	DescBetaStun				73	WeapDamsk		3	2	18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-6)/6,21),2)+stat('is479'.accr)																																				0
sd293	1	3	3	1			44	SkillnameEagleFlight	SkillsdEagleFlight	SkillsdEagleFlight	SkillnameEagleFlight	StrSkill3	5												1				1					6	DescStopReadingThis		edmx																						19	DescTargetComp		30+(blvl-1)		3	StrSkill72	StrSkill27	par5+(blvl-1)*par6		18	DescReboundCombo2				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-12)/6,20),2)+stat('is479'.accr)	40	SksynSelf	SkillnameEagleFlight	4		67	DescSelf	DescMoarA	par6		65	DescSelf	DescRSSSSS			18	DescSelfSynergy																			0
sd294	1	4	3	1		1.B9 ADD SLOW	46	SkillnameFalconPUNCH	SkillsdFalconPUNCH	SkillsdFalconPUNCH	SkillnameFalconPUNCH	StrSkill3																	1					2	DescVenomPena	StrSkill23	-1*min(((220*lvl)*(par6-par5))/(100*(lvl+50))+par5,50)		3	DescEnemyDamage	StrSkill23	-1*min(((220*lvl)*(par6-par5))/(100*(lvl+50))+par5,25)																	3	DescEnemyIAS	StrSkill23	-10		12	StrSkill20		((par1+blvl*par2)*(100+stat('is409'.accr)))/100		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-18)/6,19),2)+stat('is479'.accr)	40	SksynSelf	SkillnameFalconPUNCH	4		65	DescSelf	DescDurScream			18	DescSelfSynergy																								0
sd295	1	5	3	1		1.B9 NEW ROW	70	SkillnameOverkill	SkillsdOverkill	SkillsdOverkill	SkillnameOverkill	StrSkill3	3												1				1																														19	StrSkill56		par3		7	DescAxes		par1+blvl*par2		18	DescOverkilled				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-24)/6,18),2)+stat('is479'.accr)	40	SksynSelf	SkillnameOverkill	4		67	DescSelf	DescMoarA	par2		18	DescSelfSynergy																								0
sd296	1	1	2	1		1.B9 JUST COPY THIS DAMN BLOCK OVER ALREADY	30	SkillnameTrapRatform	SkillsdTrapRatForm	SkillsdTrapRatForm	SkillnameTrapRatform	StrSkill3																	1					12	StrSkill20		((par1+(lvl-1)*250)*(100+stat('is409'.accr)))/100		3	DescACBonus	StrSkill23	ln56																	2	DescCrushEm	StrSkill23	par7+(blvl-1)*par8		2	DescBlank	DescLifePerBerry	min(ulvl*30,3000)		18	DescBlankRatto				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+ulvl/6,22),2)+stat('is479'.accr)	40	SksynSelf	SkillnameTrapRatform	4		63	DescSelf	DescCBLvl	par8		18	DescSelfSynergy																								0
sd297	1	2	2	1		1.B9 JUST COPY THIS DAMN BLOCK OVER ALREADY	92	SkillnameSpikestorm	SkillsdSpikestorm	SkillsdSpikestorm	SkillnameSpikestorm	StrSkill3	5												1				1					7	DescQuilled		15+lvl*(2+blvl/12)																											7	DescTarge		2+blvl/12		18	DescQuillstormed				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-6)/6,21),2)+stat('is479'.accr)	40	SksynSelf	SkillnameSpikestorm	4		65	DescSelf	DescMoreDakka			18	DescSelfSynergy																								0
sd298	1	3	2	1		1.B9 JUST COPY THIS DAMN BLOCK OVER ALREADY	86	SkillnameEggOnFace	SkillsdEggOnFace	SkillsdEggOnFace	SkillnameEggOnFace	StrSkill3	5												1				1					6	DescFireConvertJav		edmx																											12	DescTrapDur2		250		18	DescBlankEggStack2				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-12)/6,20),2)+stat('is479'.accr)																																				0
sd299	1	4	2	1		1.B9 JUST COPY THIS DAMN BLOCK OVER ALREADY	60	SkillnameCheese	SkillsdCheese	SkillsdCheese	SkillnameCheese																							2	DescTrapDmgSyn	StrSkill23	15*lvl																						18	DescOmgDontBeStupid				2	DescTrapIAS	StrSkill23	((220*blvl)*(par2-par1))/(100*(blvl+50))+par1		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-18)/6,19),2)+stat('is479'.accr)	40	SksynSelf	SkillnameCheese	4		65	DescSelf	DescTrapIASSynDesc			18	DescSelfSynergy																								0
sd300	1	5	2	1			98	SkillnameDecoySwarm	SkillsdDecoySwarm	SkillsdDecoySwarm	SkillnameDecoySwarm	StrSkill3	5												1				1					12	StrSkill20		50+(lvl-1)*5																											73	WeapDamsk		5	4	18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-24)/6,18),2)+stat('is479'.accr)																																				0
sd301	2	1	3	2			110	SkillnameLaughingGhost	SkillsdLaughingGhost	SkillsdLaughingGhost	SkillanLaughingGhost	StrSkill3	5												1				1					6	DescStopReadingThis		edmx																						18	DescDmgDist				73	WeapDamsk		3	4	18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+ulvl/6,22),2)+stat('is479'.accr)																																				0
sd302	2	2	3	2			12	SkillnameCascade	SkillsdCascade	SkillsdCascade	SkillnameCascade	StrSkill3	5												1				1					19	DescTargetComp		min(ln78,120)		3	StrSkill72	StrSkill27	ln56+skill('sk383'.blvl)*par4		6	DescStopReadingThis		edmx												19	DescTSR		40		73	WeapDamsk		1	2	18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-6)/6,21),2)+stat('is479'.accr)	40	Sksyn	SkillnameCascade	4		67	SkillnameSporeShot	DescTargetsPerLevel	par4																											0
sd303	2	3	3	2		1.B9 DMGZ	14	SkillnameSporeShot	SkillsdSporeShot	SkillsdSporeShot	SkillnameSporeShot	StrSkill3	5												1				1					3	DescUpTo	DescArrowsTotal	31+(lvl+skill('sk385'.blvl)/par4)*8		6	DescStopReadingThis		edmx																	73	WeapDamsk		3	4	3	DescShrooommzz	DescTimes	4		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-12)/6,20),2)+stat('is479'.accr)	40	Sksyn	SkillnameSporeShot	4		65	SkillnameNovaShot	DescSporeSyn																												0
sd304	2	4	3	2		1.B9 DESC	16	SkillnameElfinStrike	SkillsdElfinArrows2	SkillsdElfinArrows2	SkillnameElfinStrike	StrSkill3																	1					2	DescCrushEm	StrSkill23	min(ln12,50)																											2	DescBlackDmg	StrSkill23	min(blvl*par3+20,1000)		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	(max(min(2+(ulvl-18)/6,19),2)+stat('is479'.accr))+skill('sk692'.pst3)/2	40	Sksyn	SkillnameElfinStrike	4		65	DescAnyOtharBowSkill	DescMaxLvlSyn			18	DescBlank				40	SksynSelf	SkillnameElfinStrike	4		63	DescSelf	DescDmgPLvl	par3		18	DescSelfSynergy									0
sd305	2	5	3	2		1.B9 3/4 DMG	18	SkillnameNovaShot	SkillsdNovaShot	SkillsdNovaShot	SkillnameNovaShot	StrSkill3	5												1				1					19	DescTSR		((14+(lvl-1)*1)*3)/2		6	DescStopReadingThis		edmx																	66	Convphy2elemalt		100		73	WeapDamsk		3	4	18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-24)/6,18),2)+stat('is479'.accr)																																				0
sd306	2	1	1	2			20	SkillnameElemental	SkillsdElemental	SkillsdElemental	SkillnameElemental	StrSkill3	5													ml825			1					22					10																									3	DescLaunches	DescMoreElAAA	(2+stat('is289'.accr))+blvl/15		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+ulvl/6,22),2)+stat('is479'.accr)	40	Sksyn	SkillnameElemental	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)		65	DescSelf	DescMoarMissilesMoarFun			18	DescSelfSynergy														0
sd307	2	2	1	2			22	SkillnameHunting	SkillsdHunting	SkillsdHunting	SkillanHunting	StrSkill3	5																1					10																									3	DescLaunches	DescMoarBansheeIsFunLongStringIsLong	(1+stat('is289'.accr))+blvl/15		18	DescDmgDist				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-6)/6,21),2)+stat('is479'.accr)	40	Sksyn	SkillnameHunting	4		65	strchrenghard	DescColdSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)		65	DescSelf	DescMoarMissilesMoarFun			18	DescSelfSynergy														0
sd308	2	3	1	2			24	SkillnamePaganRites	SkillsdPaganRites	SkillsdPaganRites	SkillnamePaganRites	StrSkill3																	1					3	DescManaPerBody	StrSkill23	clc3		3	DescLifePerBody	StrSkill23	dm56																						19	StrSkill18		par1		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-12)/6,20),2)+stat('is479'.accr)																																				0
sd309	2	4	1	2			64	SkillnameWhoStopsThe	SkillsdWhoStopsThe	SkillsdWhoStopsThe	SkillnameWhoStopsThe	StrSkill3	5																1					10																									12	StrSkill20		125		18	DescRadiusEmbers		125		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-18)/6,19),2)+stat('is479'.accr)	40	Sksyn	SkillnameWhoStopsThe	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd310	2	5	1	2			104	SkillnameGalio2	SkillsdGalio	SkillsdGalio	SkillanGalio2	StrSkill3	5																1					10																																			18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-24)/6,18),2)+stat('is479'.accr)	40	Sksyn	SkillnameGalio2	4		65	strchrenghard	DescColdSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd311	1	1	1	1		1.B9 JUST COPY THIS DAMN BLOCK OVER ALREADY	58	SkillnameTritonForm	SkillsdTritonForm	SkillsdTritonForm	SkillanTritonF	StrSkill3																	1					12	StrSkill20		((par1+(lvl-1)*250)*(100+stat('is409'.accr)))/100		2	DescStatsTriton	StrSkill23	ln56																	2	DescBlank	DescLifePerBerry	min(ulvl*20,2000)		2	StrSkill4	StrSkill23	par7+(blvl-1)*par8		18	DescBlankDruidMorphTimer				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+ulvl/6,22),2)+stat('is479'.accr)	40	SksynSelf	SkillnameTritonForm	4		63	DescSelf	Damplev	par8		18	DescSelfSynergy																								0
sd312	1	2	1	1		1.B9 JUST COPY THIS DAMN BLOCK OVER ALREADY	90	SkillnamePummel	SkillsdPummel	SkillsdPummel	SkillnamePummel	StrSkill3	7	clc1											1				1					2	StrSkill30	StrSkill23	toht		2	StrSkill4	StrSkill23	clc1																	12	DescStunDur		125		66	Convphy2elemalt		10		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-6)/6,21),2)+stat('is479'.accr)	40	SksynSelf	SkillnamePummel	4		63	DescSelf	Damplev	par2		18	DescSelfSynergy																								0
sd313	1	4	1	1		1.B9 JUST COPY THIS DAMN BLOCK OVER ALREADY	42	SkillnameCircleOfLife	SkillsdCircleOfLife2	SkillsdCircleOfLife2	SkillnameCircleOfLife	StrSkill3																	1					3	DescTreeFormLAK	DescLifeHealK	(edmx*(100+skill('sk393'.blvl)*par4))/100																											18	DescOmgDontBeStupid				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-18)/6,19),2)+stat('is479'.accr)	40	SksynSelf	SkillnameCircleOfLife	4		63	DescSelf	DescImprovedEffect	par4		18	DescSelfSynergy																								0
sd314	1	3	1	1			100	SkillnameWildFire	SkillsdWildFire	SkillsdWildFire	SkillnameWildFire	StrSkill3	9													ml2138			1										29					27																														73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-12)/6,20),2)+stat('is479'.accr)	18	DescSpellPrimal				40	Sksyn	SkillnameWildFire	4		65	strchrstrhard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is0'.accr)+10))/(stat('is0'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000,200)																	0
sd315	1	5	1	1			106	SkillnameIdol2Scosglen	SkillsdIdol2Scosglen	SkillsdIdol2Scosglen	SkillanIdol2Scosglen	StrSkill3	5												1				1					2	DescStoneVel	StrSkill23	min(ln12,100)																						12	DescDelayZ		max(250-blvl*5,125)		3	DescStoneACBonus	StrSkill23	par6+blvl*par5		18	DescSpamglen				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-24)/6,18),2)+stat('is479'.accr)	40	SksynSelf	SkillnameIdol2Scosglen	4		63	DescSelf	DescAAC	par5		65	DescSelf	DescTimerLossX			18	DescSelfSynergy																			0
sd316	2	1	2	2		1.B9 UPDATED SYNERGY TO USE CHARM	70	SkillnamePFlash	SkillsdPFlash	SkillsdPFlash	SkillnamePFlash	StrSkill3	5																1					3	DescPF2SynHowl	DescACFlash	min(lvl*2,100)		14																				3	DescPFSynHowl	DescACFlash	skill('sk398'.blvl)*par1		3	DescHits	DescTimes	4		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+ulvl/6,22),2)+stat('is479'.accr)	40	Sksyn	SkillnamePFlash	4		65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)		63	SkillnameElvensong	DescPDurSyn	par8		18	DescItsNotRocketSciGuys				63	SkillnamePlagueAvatar	DescThatSynergy	par1							0
sd317	2	2	2	2		1.B9 MOVED ROW	84	SkillnameElvensong	SkillsdElvensong	SkillsdElvensong	SkillnameElvensong	StrSkill3																	1					3	DescPainless	DescHitPointz	((1+pst1/256)*(100+clc1))/100																						5	DescLoreleiNr		1+blvl/5		18	DescCharmLorB				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-6)/6,21),2)+stat('is479'.accr)	40	SksynSelf	SkillnameElvensong	4		65	DescSelf	DescElvenSynS			18	DescSelfSynergy																								0
sd318	2	3	2	2			44	SkillnamePlagueAvatar	SkillsdPlagueAvatar	SkillsdPlagueAvatar	SkillanPlagueAvatar	StrSkill3	5																1					14																														12	StrSkill20		50		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-12)/6,20),2)+stat('is479'.accr)	40	Sksyn	SkillnamePlagueAvatar	4		65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd319	2	4	2	2			108	SkillnameMythal	SkillsdMythal	SkillsdMythal	SkillnameMythal	StrSkill3																	1					12	StrSkill20		ln12																						3	DescBreakResPenalty	StrSkill23	-40		12	DescDelayZ		max(250-blvl*5,125)		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-18)/6,19),2)+stat('is479'.accr)	40	SksynSelf	SkillnameMythal	4		65	DescSelf	DescTimerLossX			18	DescColosseumSynCap				18	DescSelfSynergy																			0
sd320	2	5	2	2		1.B9 UPDATED SYNERGY TO USE CHARM	48	SkillnameSummonAcid	SkillsdSummonAcid	SkillsdSummonAcid	SkillnameAcidMini	StrSkill3																	1					3	DescAcidTranceIAS	StrSkill23	50*(1+stat('is392'.accr))		2	DescAcid2Aura	StrSkill23	((110*lvl)/(lvl+6))*(1+stat('is392'.accr))		35	DescSummonDmg		((1+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	((2+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	3	DescPainless	DescHitPointz	((1+pst1/256)*(100+clc1))/100		5	DescAcidNr		min(6+lvl*par8,25)							38	DescTotalPF	DescBlank	(((ulvl*20)*edmx)*(100+skill('sk398'.blvl)*par7))/40000	(((ulvl*20)*edmx)*(100+skill('sk398'.blvl)*par7))/10000	18	DescAcid3				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-24)/6,18),2)+stat('is479'.accr)	40	Sksyn	SkillnameSummonAcid	4		63	SkillnamePFlash	DescLifeSyn	15		63	SkillnamePlagueAvatar	DescDevilsPFSyn	par7																						0
sd321	1	1	3	1		1.B9 MINION CAP	86	SkillnameSShd	SkillsdSShd	SkillsdSShd	SkillanSSHdZ	StrSkill3																	1					2	DescElemAura	StrSkill23	stat('is394'.accr)+lvl*par7		2	DescLifeAura	StrSkill23	((110*ulvl)*(50-25))/(100*(ulvl+6))+25		35	DescSummonDmg		((1+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	((6+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	3	DescPainless	DescHitPointz	((1+pst1/256)*(100+clc1))/100		5	DescShadowsNr		(stat('is390'.accr)+min(lvl,15))+stat('is441'.accr)																	73	DescMaxLevel2	ModStre9c	blvl	max(min(2+ulvl/6,22),2)+stat('is479'.accr)																																				0
