Missile	Id	* Laz / status	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoMultiShot	Holy	*Laz / Slow	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
ml462	462		1		1		8																																																			84		5		255	178	64			1	expansion\EruptionCrack	512	41	16					3			1	1			1	5				3		25										1	1								sk527																																							32	4			so2433	so0	so0	ol81																0
ml463	463		1		1		8																																																			84		5		255	178	64			1	null	1024	2	16					3			1	1			1	5				3												1	1								sk527																																							32	1			so2433	so0	so0	ol81																0
ml464	464		1		1																																																					84				255	255	255			1	expansion\EruptionSmoke	512	41	16																			25														1																																													1			so0	so0	so0																	0
ml465	465		1		1																																																					84				255	255	255			1	null	1024	2	16																																	1																																													1			so0	so0	so0																	0
ml466	466		1							1	Mana added min	3	Mana added max																																													200				255	255	255				expansion\Pod_walk_1	1024	31	16							1			1							2					1	1		1																																																				32	8			so799	so0	so0		ml537															0
ml467	467		1							1	Mana added min	3	Mana added max																																													200				255	255	255				expansion\Pod_walk_2	1024	31	16							1			1							2					1	1		1																																																				32	8			so804	so0	so0		ml538															0
ml468	468		1							1	Mana added min	3	Mana added max																																													200				255	255	255				expansion\Pod_neutral_1	1024	31	16							1			1							2					1	1		1																																																				32	1			so795	so0	so0		ml539															0
ml469	469		11							1	Mana added min	3	Mana added max																																													75				255	255	255				expansion\Pod_attack_1	768	51	16							1			1							2					1					1																																																		32	4			so0	so0	so0																	0
ml470	470		11							1	Mana added min	3	Mana added max																																													51				255	255	255				expansion\Pod_death_1	1024	21	16							1			1							2					1					1																																																		32	4			so0	so0	so0																	0
ml471	471		49		26					9	Drop Trail delay											9	Drop Trail delay																															7	7			20				255	255	255			1	null	1024	1	16																											1																																																			1			so0	so0	so0			ml472							ml472							0
ml472	472		1	54	1	16																																																				100	25			255	255	255				Expansion\vines	128	12	16					3			1			1						3					1					1																																																			8			so0	so0	so0													ml473				0
ml473	473		1		1	16																																																				100				255	255	255				Expansion\Vines_Death	128	12	16																											1																																																			1			so0	so0	so0																	0
ml474	474		49		26					9	Drop Trail delay											9	Drop Trail delay																															7	7			20				255	255	255			1	null	1024	1	16																											1																																																			1			so0	so0	so0			ml475							ml475							0
ml475	475		1	54	1	50																												15	Hit delay																							100	25			255	255	255				Expansion\vines	128	12	16					3			1		1	1						3					1					1																																																			8			so0	so0	so0													ml476				0
ml476	476		1		1																																																					100				255	255	255				Expansion\Vines_Death	128	12	16																											1																																																			8			so0	so0	so0																	0
ml477	477		1		1		9																																												stun len (0 = skill)			10	10			50				255	255	255			1	expansion\twister	1024	40	16		1	18	36	3					1		1	25				2										1		1	1		1	1						4																																						32	4			so2350	so2394	so0																	0
ml478	478		1		27						damage freq (0 = look at skill)		radius (0 = look at skill)																																									8	8			75				255	255	255			1	expansion\tornado	1024	40	16		1	12	36	3			1		1		1	25				3										1		1	1		1	1						5	2																																					32	1			so2349	so2394	so0																	0
ml479	479		50		28					2	damage freq (0 = look at skill)	14	radius (0 = look at skill)	2	start frame	128	end frame	30	lob			2	damage freq (0 = look at skill)	14	radius (0 = look at skill)	2	start frame	128	end frame	30	lob																											150									1	Expansion\volcano_base	1024	30	16		1	17	18	3				1		1	1	10				3	1	25								1			1		1						sk528	4																																							1			so2351	so0	so0			ml481							ml481							0
ml480	480		1		1																																																					150		10		255	64	64			1	Expansion\volcano_Fire	1024	30	16		1	6	14	3												3		25								1						1																																													1			so2433	so0	so0																	0
ml481	481		1	55	1	51																																																14	14			16									1	expansion\volcano_rock	1024	15	16																						1	1		1								1																																													1			so0	so0	so0						ml483							ml482	ml483			0
ml482	482		1		1																																																					18										Expansion\rock_lava_explosion	1024	18	16																							1		1								1																																													1			so0	so0	so0																	0
ml483	483		1		1																																																					18										Expansion\rock_lava_pool	1024	18	16					3			1				1	5				2										1		1	1								sk528	4		8																																				32	1			so450	so0	so0																	0
