skill	Id	charclass	skilldesc	* Laz / status	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	*Manaat30	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk299	299		sd412			65																73731	st213	st213		ln12	is332	dm34*(1+stat('is392'.accr))	is68	50*(1+stat('is392'.accr))	is67	50*(1+stat('is392'.accr))	is330	dm34*(1+stat('is392'.accr))	is331	dm34*(1+stat('is392'.accr))	is329	dm34*(1+stat('is392'.accr))																																								so0	so0			so0	so0	so0		so0		so0																					1	1	8		none														xx																							so0			1	99								1															0	1	1	1		50													40	range		range per level		poison bonus min	100	poison bonus max									1								8																																			1		
sk300	300																																																																													so0	so0			so0	so0	so0		so0		so0																						1			none														xx																	1						so0			1	99								1															0																																		1								1															fire	2	1	1	1	1	1	6	3	3	3	3	3	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk301	301	ama	sd221			8												ml881																																																												so0	so0			so0	so0	so0		so0		so0					17					ml881	ml881											1			rng		miss										A1	A1	A1				1													1						so0		(((skill('sk307'.blvl)+skill('sk1250'.blvl))+skill('sk319'.blvl))+skill('sk315'.blvl)==0)?((ulvl<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):(stat('is5'.accr)+1)	1	99													1							7	10		5	1										1+blvl/4	number of missiles	0	activation frame																				1								8	192														fire	6	6	6	6	6	6	6	6	6	6	6	6	10*ulvl									
sk302	302	ama	sd222												ml2301																																																															so0	so0			so0	so0	so0		so0		so0									ml2301													1			rng		miss										A1	A1	A1				1													1						so0		(ulvl-6<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	6	99					sk301								1							7	40		20	1																																	1								8	160														mag	10	10	10	10	10	10	10	10	10	10	10	10	10*ulvl									
sk303	303	ama	sd223			24												ml909	ml911																																																											so2241	so0			so0	so0	so0		so0		so0	ol226				26					ml909												1	4		rng		miss										SC	SC	xx					4				1								1						so2241		(ulvl-12<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	12	99					sk302							max(150-blvl*par2,0)								7	300		150	1																			10	timer loss per level													1								8	192																																				
sk304	304	ama	sd225												ml2037											par1+skill('sk301'.blvl)*par2																																																				so2399	so0			so0	so0	so0		so0		so0									ml2037													1	4		rng		miss										A1	A1	xx				1													1						so2399		(ulvl-24<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	24	99					sk305								1		1				60	6	200	-2	35,5	1										par3+blvl/par4	number of missiles						15	range	1	range synergy	3	targets	2	levels per target									1								8	96																																				
sk305	305	ama	sd224																																												st83		is436	1	is49	edmx	is51	edmx	is55	edmx																						so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1																			so0		(((skill('sk306'.blvl)+skill('sk1247'.blvl))+skill('sk316'.blvl))+skill('sk314'.blvl)==0)?((ulvl-18<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):(stat('is5'.accr)+1)	18	99					sk303			1															0	1						1																			15	self-synergy							1								8																						13	13	13	13	13	13	(blvl-1)*par5									
sk306	306	ama	sd226		65	18									ml767								st218		(ln12*(100+stat('is409'.accr)))/100		is36	min(50,dm34)	is181	1	is74	stat('is7'.accr)/max(500-(((220*blvl)*(par8-par7))/(100*(blvl+50))+par7),125)																																														so0	so0			so0	so0	so0		so0		so0									ml767													1			rng		jave										TH	TH	A1				1													1						so0		(((skill('sk305'.blvl)+skill('sk1250'.blvl))+skill('sk319'.blvl))+skill('sk315'.blvl)==0)?((ulvl<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):(stat('is5'.accr)+1)	1	99													1							7	20		10	1																	25	duration	5	duration per level	2	damage resist min	60	damage resist max	40	resist	5	resist per level		heal loss min	400	heal loss max	1								8	192														mag	6	6	6	6	6	6	6	6	6	6	6	6	10*ulvl									
sk307	307	ama	sd227																																												st139		is25	blvl*par3+20	is68	((220*lvl)*(par6-par5))/(100*(lvl+50))+par5	is141	par1+blvl*par2	is86	edmx																						so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1													1						so0		(((skill('sk301'.blvl)+skill('sk1247'.blvl))+skill('sk316'.blvl))+skill('sk314'.blvl)==0)?((ulvl-18<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):(stat('is5'.accr)+1)	18	99					sk309			1															0	1						1											5	deadly strike	1	deadly strike per level	10	dmg % per level			8	attack speed min	60	attack speed max					1								8																						2	2	2	2	2	2										
sk308	308	ama	sd228			26												ml2272	ml2272	ml2272						20																																																				so2389	so0			so0	so0	so0		so0		so0					27					ml2272	ml2272	ml2272										1			rng		jave										TH	TH	A1				1													1						so2389		(ulvl-6<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	6	99					sk306								1						5	7	30	-2	1	1										2*blvl+5	number of targets																						1								8	160														mag	8	8	8	8	8	8	8	8	8	8	8	8	10*ulvl									
sk309	309	ama	sd229		11	19												ml1152	ml1152	ml1152						ln12/4-2																																																				so0	so0			so0	so0	so0		so0		so0				15	24					ml1152	ml1153											1	7		none		jave										SQ	SQ	xx	6	10															1						so0		(ulvl-12<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	12	99					sk308								1	1				5		7	40		20	1										ln12/2	range	20	frames if monster				20	base ranged (doubled)	4	level range (doubled)	40	min mana to start firing											1								8	192														cold	6	6	6	6	6	6	6	6	6	6	6	6	10*ulvl	25								
