Name	Rune Name	complete	* Laz / status	* Laz / level	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Sylvanshine	Sylvanshine	1		69		dbow									Zod	jew	jew	jew	r33			pr480		-5	-5	pr29		251	300	pr28		401	500	pr8		50	50	pr65		21	25	pr197	sk701	25	28	pr137	sk125	500	1000	0
Cernunnos	Cernunnos	1		106		dbow									Yul	jew	jew	jew	r44			pr269		31	40	pr29		251	300	pr117	sk809	21	40	pr28		301	400	pr127	sk492	25	5	pr192		51	75	pr2		205	205	0
Raudna	Raudna	1		120		dbow									Taha	jew	jew	jew	r51			pr29		301	350	pr28		261	360	pr127	sk492	25	7	pr197	sk707	50	56	pr121		3	5	pr108		33	33	pr75		-20	-20	0
Ocean	Ocean	1		15		dstf									Eth	jew	jew	jew	r05			pr128	sk702	10	4	pr121		1	1	pr185		11	15	pr62		31	50	pr59		11	11	pr190		6	10	pr198	sk474	100	29	0
Samhain	Samhain	1		27		dstf									Sol	jew	jew	jew	r12			pr186		16	20	pr183		16	20	pr121		2	2	pr192		11	20	pr87		40	40	pr53		21	25					0
Augur	Augur	1		43		dstf									Lem	jew	jew	jew	r20			pr191		3	3	pr204	sk569	1	7	pr204	sk570	1	7	pr121		2	4	pr219		16	20	pr59		31	50	pr141	sk320	320	320	0
Lincos	Lincos	1		59		dstf									Sur	jew	jew	jew	r29			pr239		75	75	pr121		3	6	pr204	sk473	21	24	pr345		20	20	pr62		21	40	pr42		5	5	pr217		21	30	0
Laadan	Laadan	1		81		dstf									Ix	jew	jew	jew	r37			pr87		85	85	pr121		4	7	pr204	sk474	24	29	pr11		500	500	pr208		16	20	pr73		2	2	pr75		-10	-10	0
Lojban	Lojban	1		110		dstf									Thai	jew	jew	jew	r45			pr41		26	35	pr121		6	8	pr269		51	60	pr186		81	100	pr174		11	20	pr302		21	50	pr204	sk469	9	14	0
Loxian	Loxian	1		120		dstf									Ghal	jew	jew	jew	r52			pr291		136	185	pr266		11	15	pr121		8	10	pr207		81	100	pr222		51	75	pr78		40	40	pr87		20	20	0
Black Cat	Black Cat	1		11		nscy									Eld	jew	jew	jew	r02			pr96		75	75	pr13		7	7	pr29		51	100	pr59		-13	-13	pr126	sk530	10	2	pr197	sk263	50	28	pr108		11	15	0
Mantra	Mantra	1		29		nscy									Shael	jew	jew	jew	r13			pr8		15	15	pr7		15	15	pr29		51	100	pr138	sk250	512	1024	pr174		31	40	pr88		31	40	pr220		50	50	0
Chthon	Chthon	1		61		nscy									Sur	jew	jew	jew	r29			pr239		-25	-25	pr223		100	100	pr197	sk500	25	10	pr29		151	200	pr28		200	200	pr107		21	40	pr197	sk612	25	5	0
Inti	Inti	1		94		nscy									Kra	jew	jew	jew	r41			pr292		10	10	pr204	sk335	25	27	pr204	sk322	25	27	pr57		70	70	pr104		2	4	pr134		750	1500	pr29		201	250	0
Leviathan	Leviathan	1		120		nscy									Taha	jew	jew	jew	r51			pr28		361	460	pr29		301	350	pr114		21	25	pr204	sk670	8	27	pr4		11	15	pr215		31	50	pr216		31	50	0
Loa	Loa	1		15		nknf									Eth	jew	jew	jew	r05			pr29		51	100	pr65		21	40	pr117	sk765	11	15	pr73		1	1													0
Jinx	Jinx	1		29		nknf									Shael	jew	jew	jew	r13			pr29		51	100	pr8		20	20	pr191		3	5	pr127	sk346	25	5													0
Misery	Misery	1		49		nknf									Mal	jew	jew	jew	r23			pr29		101	150	pr326		11	15	pr114		11	15	pr204	sk331	1	6	pr138	sk500	1280	2560	pr69		1	2	pr13		250	250	0
Seid	Seid	1		78		nknf									Kur	jew	jew	jew	r36			pr29		251	300	pr69		1	2	pr204	sk96	1	4	pr231		11	15	pr57		20	20	pr12		21	25					0
Roc	Roc	1		120		nknf									Taha	jew	jew	jew	r51			pr28		261	360	pr29		301	350	pr204	sk353	3	12	pr216		31	40	pr215		21	25	pr90		32	32	pr117	sk725	21	25	0
Deep Water	Deep Water	1		15		nstf									Ith	jew	jew	jew	r06			pr69		1	1	pr78		-10	-10	pr207		11	20	pr41		11	15	pr204	sk706	1	4									0
Ladon	Ladon	1		53		nstf									Gul	jew	jew	jew	r25			pr35		-40	-40	pr31		31	50	pr69		3	5	pr204	sk564	1	12	pr183		31	40	pr204	sk453	1	12	pr3		11	15	0
Hali	Hali	1		84		nstf									Thur	jew	jew	jew	r38			pr302		1	50	pr204	sk1022	1	14	pr269		31	50	pr69		4	6	pr41		31	50	pr13		-100	-100	pr209		11	20	0
Dagda	Dagda	1		115		nstf									Lai	jew	jew	jew	r49			pr69		5	7	pr204	sk363	4	19	pr204	sk364	4	19	pr190		21	40	pr87		15	15	pr227		15	15	pr58		150	150	0
Santa Compana	Santa Compana	1		120		nstf									Ghal	jew	jew	jew	r52			pr339		50	50	pr204	sk445	1	3	pr204	sk1002	22	24	pr285		11	20	pr222		41	50	pr267		51	60	pr69		8	10	0
Koan	Koan	1		21		wand									Ort	jew	jew	jew	r09			pr184		-5	-5	pr62		31	40	pr58		-20	-20	pr69		1	1	pr266		10	10									0
Ghoul	Ghoul	1		43		wand									Lem	jew	jew	jew	r20			pr191		3	3	pr237		3	4	pr185		21	25	pr69		1	2	pr204	sk567	1	5									0
Dead Ringer	Dead Ringer	1		87		wand									Nas	jew	jew	jew	r39			pr267		1	10	pr205	sk157	1	1	pr274		1	1	pr204	sk396	9	12	pr204	sk120	4	6	pr104		1	2	pr14		11	20	0
Ngozi	Ngozi	1		110		wand									Kra	jew	jew	jew	r41			pr292		-5	-5	pr204	sk22	17	26	pr204	sk118	8	9	pr207		31	40	pr87		10	10	pr204	sk388	17	26	pr209		11	15	0
Semhazai	Semhazai	1		120		wand									Taha	jew	jew	jew	r51			pr291		26	45	pr285		5	5	pr267		-25	-25	pr69		2	4	pr204	sk459	6	19	pr87		15	15	pr204	sk562	8	22	0
Genie	Genie	1		19		nxbw									Ral	jew	jew	jew	r08			pr183		-5	-5	pr204	sk301	1	1	pr29		51	100	pr114		11	15	pr127	sk1002	5	7	pr69		1	1	pr117	sk915	11	15	0
Atlantis	Atlantis	1		41		nxbw									Fal	jew	jew	jew	r19			pr8		30	30	pr197	sk473	25	6	pr7		20	20	pr29		101	150	pr12		21	25	pr223		11	15	pr58		101	150	0
Aether	Aether	1		65		nxbw									Jah	jew	jew	jew	r31			pr29		126	175	pr65		11	14	pr266		10	10	pr92		1	1	pr215		21	25	pr197	sk563	25	17					0
Crucible	Crucible	1		110		nxbw									Rha	jew	jew	jew	r46			pr29		201	250	pr197	sk389	25	30	pr134		500	1500	pr99		150	150	pr182	sk766	20	25	pr31		31	60	pr128	sk564	5	19	0
Kronos	Kronos	1		120		nxbw									Taha	jew	jew	jew	r51			pr29		301	350	pr197	sk542	100	17	pr197	sk683	50	15	pr28		511	660	pr215		31	40	pr472		21	25	pr204	sk619	3	7	0
Jihad	Jihad	1		15		pclb	pmac	pham							Eth	jew	jew	jew	r05			pr28		1	10	pr29		41	80	pr221		11	20	pr98		200	200	pr197	sk30	15	11	pr68		1	1	pr57		15	15	0
Intifada	Intifada	1		33		pclb	pmac	pham							Hel	jew	jew	jew	r15			pr206		-5	-5	pr29		151	200	pr126	sk595	25	8	pr293		-100	-100	pr108		21	25	pr269		31	50	pr267		-21	-25	0
Lammasu	Lammasu	1		53		pclb	pmac	pham							Gul	jew	jew	jew	r25			pr35		1	10	pr220		125	125	pr207		21	30	pr114		25	25	pr57		40	40	pr68		1	2	pr292		25	25	0
Brahman	Brahman	1		75		pclb	pmac	pham							Nas	jew	jew	jew	r39			pr29		251	300	pr319		2	4	pr204	sk370	1	4	pr28		201	350	pr0		1000	1000	pr81		100	100	pr204	sk359	1	6	0
Oriflamme	Oriflamme	1		120		pclb	pmac	pham							Taha	jew	jew	jew	r51			pr28		361	560	pr29		301	350	pr303	sk640	640	640	pr304	sk640	640	640	pr204	sk637	25	27	pr183		61	80	pr57		50	50	0
Ensi	Ensi	1		27		pspe									Sol	jew	jew	jew	r12			pr186		-5	-5	pr29		101	150	pr126	sk699	15	4	pr57		40	40	pr134		25	75	pr91		2	3					0
Nehushtan	Nehushtan	1		57		pspe									Ohm	jew	jew	jew	r27			pr218		-15	-15	pr29		201	250	pr138	sk250	1024	3072	pr174		21	25	pr57		-10	-10	pr126	sk223	25	16	pr73		-2	-2	0
Taqiyya	Taqiyya	1		90		pspe									Ath	jew	jew	jew	r40			pr81		60	60	pr29		251	300	pr140		150	350	pr221		50	50	pr258		50	50	pr126	sk153	50	21	pr126	sk154	50	21	0
Orisha	Orisha	1		115		pspe									Nih	jew	jew	jew	r48			pr204	sk58	3	15	pr183		41	60	pr185		41	60	pr68		3	5	pr57		60	60	pr291		31	50	pr12		50	50	0
Rex Deus	Rex Deus	1		120		pspe									Ghal	jew	jew	jew	r52			pr29		301	350	pr295		51	100	pr28		301	400	pr98		500	500	pr192		101	150	pr190		50	50					0
Circe	Circe	1		25		orb									Amn	jew	jew	jew	r11			pr212		-25	-25	pr217		11	15	pr204	sk96	1	1	pr261		1	1	pr186		11	15	pr184		11	15					0
Ker	Ker	1		75		orb									Lem	jew	jew	jew	r20			pr191		3	3	pr204	sk403	1	4	pr204	sk57	1	4	pr198	sk828	100	43	pr185		21	25	pr186		21	25	pr12		21	30	0
Kabbalah	Kabbalah	1		98		orb									Kur	jew	jew	jew	r36			pr78		-15	-15	pr217		20	20	pr70		3	3	pr204	sk593	6	16	pr183		31	40	pr16		1	1	pr191		6	10	0
Hestia	Hestia	1		115		orb									On	jew	jew	jew	r50			pr204	sk388	1	3	pr70		3	4	pr248	sk24	24	24	pr31		100	100	pr59		21	40	pr43		20	20	pr115		1	1	0
Kallisti	Kallisti	1		120		orb									Taha	jew	jew	jew	r51			pr209		11	15	pr204	sk397	1	6	pr186		41	50	pr70		4	5	pr87		40	40	pr340	sk75	500	500	pr174		11	15	0
Inanna	Inanna	1		27		scrd									Sol	jew	jew	jew	r12			pr186		-5	-5	pr29		41	80	pr41		21	25	pr114		25	25	pr221		11	20	pr356		41	50					0
Grace	Grace	1		78		scrd									Kur	jew	jew	jew	r36			pr29		201	250	pr84		30	30	pr57		45	45	pr266		10	10	pr27		51	100	pr70		1	2	pr243		21	40	0
Khany	Khany	1		115		scrd									On	jew	jew	jew	r50			pr29		201	250	pr145	sk64	64	64	pr126	sk347	5	29	pr207		31	40	pr204	sk353	8	17	pr70		1	2	pr258		50	50	0
Shaula	Shaula	1		120		scrd									Ghal	jew	jew	jew	r52			pr291		35	35	pr126	sk473	15	29	pr140		150	250	pr12		50	50	pr114		33	33	pr29		251	300	pr117	1561	21	25	0
Rebel	Rebel	1		11		tors									El	jew	jew	jew	r01			pr41		16	20	pr5		21	40	pr223		6	10	pr7		20	20	pr8		20	20	pr9		-10	-10	pr10		-10	-10	0
LumenArcana	Lumen Arcana	1		15		tors									Ith	jew	jew	jew	r06			pr5		31	60	pr73		2	2	pr104		1	1	pr171		6	15	pr173		6	15	pr172		6	15	pr174		6	15	0
Celebration	Celebration	1		29		tors									Shael	jew	jew	jew	r13			pr7		-10	-10	pr190		11	20	pr59		31	50	pr126	sk825	10	11	pr73		2	2	pr207		11	15	pr96		50	50	0
Thelema	Thelema	1		41		tors									Fal	jew	jew	jew	r19			pr10		30	30	pr328		41	50	pr5		51	100	pr104		1	1	pr87		15	15	pr8		20	20	pr9		30	30	0
Cathedral	Cathedral	1		53		tors									Gul	jew	jew	jew	r25			pr35		-30	-30	pr186		31	40	pr5		151	200	pr262		101	150	pr0		1311	1311	pr182	sk398	50	20	pr305	sk32	32	32	0
Mirage	Mirage	1		69		tors									Zod	jew	jew	jew	r33			pr208		11	15	pr3		31	40	pr78		60	60	pr258		30	30	pr104		1	1	pr41		51	60	pr201		1	1	0
Dragonheart	Dragonheart	1		94		tors									Kra	jew	jew	jew	r41			pr292		-5	-5	pr104		2	2	pr57		50	50	pr142	sk112	112	112	pr13		500	500	pr182	sk777	20	15					0
Erawan	Erawan	1		115		tors									Nih	jew	jew	jew	r48			pr5		251	300	pr4		11	15	pr78		-10	-10	pr222		11	20	pr108		10	10	pr215		25	25	pr218		25	25	0
Unity	Unity	1		120		tors									Ghal	jew	jew	jew	r52			pr291		20	20	pr243		75	75	pr244		50	50	pr8		-25	-25	pr104		1	1	pr41		51	60	pr5		251	300	0
Summit	Summit	1		11		helm									El	jew	jew	jew	r01			pr73		-1	-1	pr58		151	200	pr75		-15	-15	pr193		6	10													0
Cannonball	Cannonball	1		19		helm									Ral	jew	jew	jew	r08			pr183		1	5	pr78		40	40	pr63		101	150	pr108		5	5	pr126	sk496	1	6	pr182	sk564	5	5					0
Ra	Ra	1		37		helm									Lum	jew	jew	jew	r17			pr104		1	1	pr78		-10	-10	pr58		51	100	pr209		11	15	pr171		11	20	pr174		11	20	pr87		25	25	0
Alchemy	Alchemy	1		55		helm									Vex	jew	jew	jew	r26			pr53		21	25	pr204	sk672	1	4	pr53		21	25	pr5		101	150	pr84		25	25	pr57		25	25	pr267		21	30	0
Dreadlord	Dreadlord	1		75		helm									Lah	jew	jew	jew	r35			pr302		41	50	pr269		41	50	pr204	sk694	1	6	pr285		2	4	pr108		5	5	pr5		201	250	pr126	sk443	25	22	0
Cauldron	Cauldron	1		106		helm									Yul	jew	jew	jew	r44			pr269		-10	-10	pr126	sk468	20	11	pr104		1	1	pr138	sk125	1221	3663	pr5		201	250									0
Eidolon	Eidolon	1		120		helm									Taha	jew	jew	jew	r51			pr28		80	80	pr5		251	300	pr104		1	2	pr222		21	30	pr73		4	4	pr41		31	40	pr219		20	20	0
Sphinx	Sphinx	1		25		circ									Amn	jew	jew	jew	r11			pr212		25	25	pr0		101	150	pr190		11	15	pr67		1	1	pr73		4	4	pr58		101	125					0
Lily	Lily	1		65		circ									Jah	jew	jew	jew	r31			pr5		6	25	pr53		21	30	pr192		11	20	pr182	sk397	20	5	pr218		11	15	pr104		1	2	pr326		1	1	0
Eulenspiegel	Eulenspiegel	1		84		circ									Thur	jew	jew	jew	r38			pr302		-50	-50	pr347		20	20	pr128	sk54	15	1	pr291		31	50	pr104		2	2	pr217		21	25	pr216		21	25	0
Wintermute	Wintermute	1		120		circ									Qor	jew	jew	jew	r53			pr75		-28	-28	pr222		21	30	pr104		2	2	pr207		31	40	pr11		750	750	pr204	sk706	1	9	pr41		31	40	0
Geas	Geas	1		13		shld									Nef	jew	jew	jew	r04			pr262		41	50	pr221		11	15	pr5		21	40	pr41		15	15	pr39		-90	-90									0
Pharaoh	Pharaoh	1		27		shld									Sol	jew	jew	jew	r12			pr186		6	10	pr104		1	1	pr7		11	15	pr9		11	15	pr75		-10	-10									0
Nomad	Nomad	1		43		shld									Lem	jew	jew	jew	r20			pr191		4	8	pr116		40	40	pr5		101	150	pr0		163	163	pr126	sk469	5	44	pr84		40	40	pr58		101	150	0
Goddess	Goddess	1		63		shld									Ber	jew	jew	jew	r30			pr221		45	45	pr115		1	1	pr0		-150	-150	pr104		2	2	pr75		-10	-10									0
Kodo	Kodo	1		90		shld									Ath	jew	jew	jew	r40			pr81		-25	-25	pr197	sk600	5	8	pr230		11	15	pr215		11	20	pr5		201	250	pr218		11	20	pr108		10	10	0
WallOfFire	WallOfFire	1		115		shld									On	jew	jew	jew	r50			pr222		11	20	pr5		251	300	pr218		31	40	pr84		40	40	pr226		500	500	pr215		31	40	pr104		1	1	0
Avatar	Avatar	1		120		shld									Qor	jew	jew	jew	r53			pr75		45	45	pr5		301	350	pr198	sk680	100	61	pr339		45	45	pr59		31	50	pr104		1	1	pr320		41	50	0
Iblis	Iblis	1		13		glov									Nef	jew	jew	jew	r04			pr262		1	5	pr43		5	5	pr183		16	20	pr217		10	10	pr73		5	5									0
Mercy	Mercy	1		29		glov									Shael	jew	jew	jew	r13			pr7		1	10	pr126	sk263	5	14	pr218		11	15	pr0		26	26	pr28		21	30									0
Kali	Kali	1		45		glov									Pul	jew	jew	jew	r21			pr31		1	1	pr197	sk518	33	6	pr104		2	2	pr0		-214	-214	pr32		10	10	pr182	sk568	124	2					0
Aiwass	Aiwass	1		69		glov									Zod	jew	jew	jew	r33			pr208		-5	-5	pr354		1	1	pr69		2	2	pr0		93	93	pr182	sk873	78	4	pr215		11	20	pr269		21	25	0
Skald	Skald	1		94		glov									Kra	jew	jew	jew	r41			pr292		11	15	pr182	sk96	33	3	pr182	sk570	33	3	pr5		201	250	pr87		20	20	pr65		14	18	pr126	sk998	40	6	0
Icarus	Icarus	1		115		glov									Lai	jew	jew	jew	r49			pr78		80	80	pr5		251	300	pr9		75	75	pr10		75	75	pr31		-20	-20	pr198	sk824	100	62	pr239		101	200	0
Drekavac	Drekavac	1		120		glov									Taha	jew	jew	jew	r51			pr28		71	90	pr280		1	1	pr137		100	200	pr225	sk75	101	150	pr59		21	40	pr104		1	1	pr258		45	45	0
Epicenter	Epicenter	1		15		boot									Ith	jew	jew	jew	r06			pr5		6	25	pr153	sk4	4	4	pr198	sk612	100	21	pr14		11	15													0
Outlaw	Outlaw	1		31		boot									Dol	jew	jew	jew	r14			pr5		51	100	pr237		2	2	pr10		11	15	pr0		-1	-1	pr209		5	5									0
Ginfaxi	Ginfaxi	1		47		boot									Um	jew	jew	jew	r22			pr217		-5	-5	pr204	sk689	1	4	pr5		51	100	pr208		5	5	pr7		16	20	pr222		11	15					0
Craton	Craton	1		67		boot									Cham	jew	jew	jew	r32			pr9		-10	-10	pr222		31	40	pr221		11	20	pr126	sk595	5	7	pr108		5	5	pr190		21	25	pr3		16	20	0
Megalith	Megalith	1		90		boot									Ath	jew	jew	jew	r40			pr5		201	250	pr62		50	50	pr87		25	25	pr7		41	50	pr4		5	5	pr104		1	1	pr182	sk57	15	8	0
Nephilim	Nephilim	1		115		boot									Nih	jew	jew	jew	r48			pr5		251	300	pr215		21	25	pr218		21	25	pr0		150	150	pr198	sk518	100	51	pr353		50	50					0
Hibagon	Hibagon	1		120		boot									Qor	jew	jew	jew	r53			pr75		-3	-3	pr5		301	350	pr117	sk823	5	5	pr117	sk824	5	5	pr117	sk825	5	5	pr41		31	40	pr104		1	1	0
StataMater	StataMater	1		35		azhm									Io	jew	jew	jew	r16			pr216		6	10	pr204	sk566	1	7	pr217		11	15	pr31		100	100	pr171		10	10	pr3		11	15	pr58		101	150	0
Amaterasu	Amaterasu	1		51		azhm									Ist	jew	jew	jew	r24			pr10		40	40	pr204	sk632	1	9	pr183		21	25	pr67		1	2	pr73		5	5	pr58		201	250	pr43		2	5	0
Siegfried	Siegfried	1		65		azhm									Jah	jew	jew	jew	r31			pr5		126	175	pr8		50	50	pr41		21	25	pr187	sk250	333	1000	pr57		40	40	pr204	sk698	1	8	pr108		10	10	0
Lohengrin	Lohengrin	1		98		azhm									Vith	jew	jew	jew	r42			pr117	1849	1	2	pr117	1850	1	2	pr117	1851	1	2	pr349		40	40	pr28		101	150	pr205	sk126	1	1	pr343		1	1	0
Unicorn	Unicorn	1		120		azhm									Ghal	jew	jew	jew	r52			pr291		16	20	pr67		3	5	pr87		40	40	pr263		6	8	pr306		10	10	pr294		15	20	pr294		15	20	0
Edda	Edda	1		33		azsd									Hel	jew	jew	jew	r15			pr206		6	10	pr87		15	15	pr12		11	20	pr67		1	1	pr75		-15	-15	pr183		11	15					0
Lion	Lion	1		75		azsd									Lah	jew	jew	jew	r35			pr219		18	27	pr57		20	20	pr16		1	1	pr73		2	2	pr223		21	30	pr5		151	200	pr81		40	40	0
Eloi	Eloi	1		98		azsd									Vith	jew	jew	jew	r42			pr53		20	20	pr204	sk668	11	27	pr5		201	250	pr269		11	15	pr4		10	10	pr10		-25	-25	pr193		5	5	0
Nix	Nix	1		115		azsd									Nih	jew	jew	jew	r48			pr238		15	15	pr5		301	350	pr204	sk703	22	29	pr185		41	50	pr216		25	25	pr204	sk397	1	3	pr117	1564	10	10	0
Ea2	Ea2	1		120		azsd									Ghal	jew	jew	jew	r52			pr291		26	45	pr67		2	2	pr5		201	250	pr75		-20	-20	pr87		60	60	pr348		41	60	pr78		40	40	0
Afrit	Afrit	1		29		ishd									Shael	jew	jew	jew	r13			pr7		-20	-20	pr204	sk525	1	9	pr206		11	20	pr87		15	15	pr59		21	40	pr3		3	5					0
Rahab	Rahab	1		41		ishd									Fal	jew	jew	jew	r19			pr8		5	5	pr204	sk353	1	4	pr66		2	4	pr221		11	15	pr5		51	100	pr7		15	15	pr126	sk473	10	4	0
Ligeia	Ligeia	1		59		ishd									Lo	jew	jew	jew	r28			pr35		30	30	pr197	sk62	25	13	pr198	sk569	100	34	pr204	sk695	11	14	pr41		40	40	pr39		-90	-90	pr204	sk691	11	14	0
Dar-Al-Harb	Dar-Al-Harb	1		81		ishd									Ix	jew	jew	jew	r37			pr87		15	15	pr248	sk16	16	16	pr249	sk16	16	16	pr325		25	25	pr122		3	4	pr204	sk401	19	22	pr204	sk1021	16	19	0
Scorched Earth	Scorched Earth	1		120		ishd									Taha	jew	jew	jew	r51			pr28		31	80	pr126	sk632	33	59	pr134		250	500	pr183		41	50	pr220		75	75	pr5		301	350	pr190		31	50	0
Algiz	Algiz	1		21		phlm									Ort	jew	jew	jew	r09			pr135		1	40	pr222		11	15	pr126	sk540	10	4	pr108		5	5	pr215		10	10	pr218		10	10					0
Nasrudin	Nasrudin	1		41		phlm									Fal	jew	jew	jew	r19			pr8		31	40	pr5		101	150	pr257		50	50	pr87		-20	-20	pr84		-20	-20	pr58		101	150	pr204	sk690	3	9	0
Sagarmatha	Sagarmatha	1		78		phlm									Kur	jew	jew	jew	r36			pr5		101	150	pr108		10	10	pr137	sk50	150	400	pr35		51	70	pr126	sk571	35	9	pr182	sk828	50	12					0
Morthwyrtha	Morthwyrtha	1		102		phlm									No	jew	jew	jew	r43			pr84		-20	-20	pr71		3	4	pr204	sk563	1	3	pr289		2	2	pr269		31	40	pr302		41	50	pr204	sk416	31	34	0
Wodziwob	Wodziwob	1		120		phlm									Qor	jew	jew	jew	r53			pr75		-3	-3	pr126	sk708	100	23	pr185		31	50	pr99		100	100	pr110		250	250	pr12		21	25	pr266		5	5	0
Enmerkar	Enmerkar	1		37		basd									Lum	jew	jew	jew	r17			pr5		101	150	pr219		11	20	pr350		51	70	pr71		1	1	pr182	sk449	10	6									0
Warpath	Warpath	1		57		basd									Ohm	jew	jew	jew	r27			pr5		151	200	pr218		10	10	pr126	sk542	10	4	pr140		50	150	pr108		10	10	pr84		20	20					0
Gauntlet	Gauntlet	1		87		basd									Nas	jew	jew	jew	r39			pr267		-10	-10	pr126	sk500	33	3	pr212		201	250	pr192		51	100	pr16		-10	-10	pr5		151	200	pr107		100	100	0
Huracan	Huracan	1		106		basd									Yul	jew	jew	jew	r44			pr5		251	300	pr126	sk498	15	7	pr41		50	50	pr187		1	1000	pr57		40	40	pr39		-50	-50	pr204	sk58	22	26	0
E-Engur-A	E-Engur-A	1		120		basd									Ghal	jew	jew	jew	r52			pr5		301	350	pr291		-5	-5	pr190		50	50	pr211		2	5	pr59		51	100	pr341		100	100	pr71		3	3	0
Nezha	Nezha	1		39		pelt									Ko	jew	jew	jew	r18			pr5		101	150	pr216		10	10	pr57		20	20	pr12		11	20	pr59		21	40	pr121		1	1	pr266		5	5	0
Natha	Natha	1		59		pelt									Lo	jew	jew	jew	r28			pr33		-30	-30	pr5		101	150	pr127	sk492	10	2	pr96		31	50	pr57		20	20	pr81		50	50	pr4		10	10	0
Norma	Norma	1		84		pelt									Thur	jew	jew	jew	r38			pr302		-50	-50	pr294		21	25	pr234		21	30	pr5		201	250	pr121		2	2	pr87		15	15	pr204	sk997	4	8	0
Grove	Grove	1		110		pelt									Thai	jew	jew	jew	r45			pr41		16	25	pr233		21	30	pr108		10	10	pr215		20	20	pr216		20	20	pr117	sk803	11	20	pr204	sk634	1	5	0
Slyph	Slyph	1		120		pelt									Ghal	jew	jew	jew	r52			pr5		301	350	pr4		5	5	pr186		31	50	pr121		2	2	pr269		31	40	pr267		41	60	pr329		3	5	0
Cube	Cube	1		35		head									Io	jew	jew	jew	r16			pr216		-5	-5	pr244		20	20	pr245		10	10	pr5		101	150	pr69		1	1	pr58		31	50					0
Warlock	Warlock	1		53		head									Gul	jew	jew	jew	r25			pr35		-45	-45	pr5		101	150	pr126	sk451	50	12	pr204	sk324	3	8	pr31		30	30	pr66		9	13	pr108		21	25	0
Nahual	Nahual	1		78		head									Kur	jew	jew	jew	r36			pr5		201	250	pr204	sk362	4	14	pr204	sk364	2	12	pr227		21	40	pr104		2	2	pr190		31	40	pr128	sk513	10	4	0
Quimbanda	Quimbanda	1		110		head									Xar	jew	jew	jew	r47			pr227		-2	-2	pr275		31	50	pr69		2	2	pr87		40	40	pr204	sk683	1	4	pr267		21	25	pr204	sk22	1	4	0
Wyrm2	Wyrm2	1		120		head									Taha	jew	jew	jew	r51			pr5		301	350	pr28		31	80	pr108		21	25	pr138	sk250	5120	10240	pr204	sk965	21	25	pr215		31	40	pr216		31	40	0
Ilmatar	Ilmatar	1		23		pzhm									Thul	jew	jew	jew	r10			pr184		5	5	pr126	sk999	25	7	pr68		1	1	pr53		11	15	pr7		21	25	pr8		21	25	pr10		21	25	0
Hierodule	Hierodule	1		53		pzhm									Gul	jew	jew	jew	r25			pr35		-30	-30	pr205	sk97	1	1	pr298		1	1	pr68		1	1	pr87		20	20	pr184		11	15	pr206		11	15	0
Crusade	Crusade	1		81		pzhm									Ix	jew	jew	jew	r37			pr87		-15	-15	pr126	sk712	5	3	pr204	sk360	6	12	pr204	sk357	6	12	pr221		45	45	pr5		101	150	pr7		21	30	0
Surya	Surya	1		110		pzhm									Rha	jew	jew	jew	r46			pr5		201	250	pr204	sk698	1	12	pr58		333	333	pr73		4	4	pr31		41	50	pr204	sk360	1	4	pr219		11	15	0
Malakbel	Malakbel	1		120		pzhm									Qor	jew	jew	jew	r53			pr75		-13	-13	pr117	sk1206	2	2	pr31		100	100	pr68		2	2	pr87		10	10	pr248	sk16	16	16	pr198	sk501	100	41	0
Asmodai	Asmodai	1		31		ashd									Dol	jew	jew	jew	r14			pr110		11	20	pr192		11	20	pr58		32	32	pr27		11	20	pr197	sk839	5	4	pr238		21	25					0
Sangreal	Sangreal	1		59		ashd									Lo	jew	jew	jew	r28			pr33		-30	-30	pr0		33	33	pr277		1	1	pr125	sk297	1	1	pr57		25	25	pr81		25	25	pr16		-10	-10	0
Zohar	Zohar	1		69		ashd									Zod	jew	jew	jew	r33			pr208		20	20	pr204	sk676	1	7	pr5		151	200	pr28		151	200	pr193		11	15	pr57		20	20	pr266		6	10	0
Asclepion	Asclepion	1		110		ashd									Rha	jew	jew	jew	r46			pr204	sk358	26	34	pr258		15	15	pr84		30	30	pr305	sk48	48	48	pr68		1	2	pr41		25	25	pr39		75	75	0
Amaymon	Amaymon	1		120		ashd									Taha	jew	jew	jew	r51			pr28		181	230	pr114		10	10	pr204	sk420	4	13	pr269		41	50	pr267		51	75	pr41		100	100	pr117	sk1052	25	25	0
Demeter	Demeter	1		49		stor									Mal	jew	jew	jew	r23			pr5		101	150	pr39		20	20	pr204	sk120	12	15	pr174		31	40	pr70		2	2	pr3		11	20					0
Curandera	Curandera	1		61		stor									Sur	jew	jew	jew	r29			pr5		101	150	pr70		2	2	pr305	sk48	48	48	pr4		16	20	pr41		11	15									0
